City,Location,State,EstimateLow,EstimateHigh,Estimate Full,Actor,Event Type,Source1,g_lat,g_lon,g_lat_jitter,g_lon_jitter,linkstatus
Amarillo,601 S Buchanan St,TX,10,10,10,general protestors,vigil,https://www.facebook.com/events/326292748246283/,35.2072185,-101.8338246,35.2081125,-101.8464746,Link
Asheville,Vance Monument,NC,500,500,500,general protestors,vigil,https://www.facebook.com/events/2416967011716739/,35.6009498,-82.5540161,35.5975068,-82.5904761,Link
Atlanta,Plaza Fiesta,GA,627,627,627,New Sanctuary Movement of Atlanta,General,https://www.facebook.com/events/426317611554788/,33.7490987,-84.3901849,33.7530877,-84.3521049,Link
Augusta,Maine State House,ME,175,175,175,Capitol Area Indivisible,General,https://www.facebook.com/events/2939753629498676/,44.310583,-69.779663,44.312761,-69.746233,Link
Baltimore,St. Bartholomew's Episcopal Church,MD,7,7,7,St. Bartholomew's Episcopal Church,prayer vigil,https://www.facebook.com/events/649071982239955/,39.2908816,-76.610759,39.2930516,-76.656929,Link
Bar Harbor,Agamont Park,ME,30,30,30,Indivisible MDI ,General,https://www.facebook.com/events/2248929805191997/,44.3864565,-68.2118571,44.3845005,-68.1832671,Link
Beacon,Pohill Park,NY,69,69,69,Making America Strong Again,vigil,https://www.facebook.com/events/635744456936657/,41.504879,-73.9696822,41.508109,-73.9329022,Link
Beaufort,100 Sea Island Parkway,SC,34,34,34,general protestors,vigil,https://www.facebook.com/events/2367222790228110/,32.4315813,-80.6698286,32.4287393,-80.6869586,Link
Beaumont,City Hall,TX,49,49,49,general protestors,vigil,https://www.facebook.com/events/369097607132951/,30.0860459,-94.1018461,30.0879189,-94.1317361,Link
Bellingham,City Hall,WA,102,102,102,general protestors,vigil,https://www.facebook.com/events/445461776006816/,48.7544012,-122.4788361,48.7506652,-122.4342461,Link
Bennington,Four Corners,VT,45,45,45,general protestors,vigil,https://www.facebook.com/events/2275076246090146/,43.0125713,-73.1473048,43.0143523,-73.1773848,Link
Binghamton,Temple Concord,NY,75,75,75,Temple Concord,vigil,https://www.facebook.com/events/416775802270170/,42.096968,-75.914341,42.096383,-75.942361,Link
Blacksburg,downtown,VA,100,250,100 to 250,Love Thy Neighbor NRV,vigil,https://www.facebook.com/events/450260312434662/,37.2296566,-80.4136767,37.2334096,-80.4614467,Link
Branford,Trinity Episcopal Church of Branford,CT,71,71,71,Trinity Episcopal Church of Branford,General,https://www.facebook.com/events/461238324729587/,41.2795414,-72.8150989,41.2814324,-72.7677189,Link
Brea,State College Blvd.,CA,80,80,80,Indivisible CA39,General,https://www.facebook.com/events/2396022883753661/,33.9170444,-117.8888557,33.9139454,-117.9055257,Link
Brewster,First Parish Brewster Unitarian Universalist,MA,32,32,32,Lower Cape Indivisible; First Parish Brewster Unitarian Universalist; Indivisible Massachusetts,General,https://www.facebook.com/events/443813523122058/,41.7601093,-70.082796,41.7635313,-70.107576,Link
Brookings,Bankus Fountain,OR,6,6,6,general protestors,vigil,https://www.facebook.com/events/559846091215266,42.0523718,-124.2840707,42.0546968,-124.3040907,Link
Brownsville,Southwest Key- Casa Padre,TX,55,55,55,March On Texas- Awesome Women in Action Chapter; Cameron County Texas Democratic Women,vigil,https://www.facebook.com/events/2382312381980312/,25.9140256,-97.4890856,25.9094906,-97.4474856,Link
Callicoon,Bridge St,NY,,,,general protestors,vigil,https://www.facebook.com/events/339866300247516/,41.7673105,-75.0562785,41.7704575,-75.0450585,Link
Camano Island,Terry's Corner - Camano Island SR 532,WA,50,50,50,Camano Island Democrats,vigil,https://www.facebook.com/events/2621874901454951/?active_tab=about,48.1625483,-122.4950268,48.1666443,-122.5328468,Link
Camas,Camas Friends Church,WA,49,49,49,Camas Friends Church,vigil,https://www.facebook.com/events/2273400556214016/,45.5911103,-122.4122248,45.5903363,-122.4163948,Link
Camden,122 E. Camden-Wyoming Avenue,DE,,,,Camden Friends Meeting,vigil,https://www.facebook.com/events/644266089375979/,39.1134458,-75.5418687,39.1128378,-75.5701987,Link
Charles Town,Jefferson County Courthouse,WV,29,29,29,general protestors,vigil,https://www.facebook.com/events/433043307250924/,39.2891836,-77.859581,39.2862876,-77.901471,Link
Chattanooga,Coolidge Park,TN,168,168,168,Mercy Junction Justice and Peace Center,vigil,https://www.facebook.com/events/898164460549493,35.0456297,-85.3096801,35.0448077,-85.2927101,Link
Collingswood,Knight Park,NJ,300,350,300 to 350,Cooper River Indivisible; South Jersey Women for Progressive Change; Collingswood Progressive Democrats,vigil,https://www.facebook.com/events/429318027665666/,39.9181686,-75.071284,39.9178386,-75.066054,Link
Colorado Springs,Sheriff's Office,CO,200,200,200,general protestors,General,https://www.facebook.com/events/345950006090830/,38.8339578,-104.8253485,38.8366388,-104.8057685,Link
Columbus,state house,OH,200,200,200,Ohio District 15 Indivisible,vigil,https://www.facebook.com/events/2122342514555816/,39.9622601,-83.0007065,39.9666011,-83.0439665,Link
Conway,Simon Park,AR,140,170,140 to 170,general protestors,General,https://www.facebook.com/events/2431666983562530/,35.0886963,-92.4421011,35.0872653,-92.4427611,Link
Coos Bay,boardwalk,OR,24,24,24,general protestors,vigil,https://www.facebook.com/events/410494536217138/,43.3678937,-124.2174647,43.3660997,-124.1873247,Link
Dover,City Hall,NH,60,60,60,general protestors,vigil,https://www.facebook.com/events/465516297601693/,43.198057,-70.8739158,43.199954,-70.8248758,Link
Downers Grove,Fishel Park,IL,57,57,57,general protestors,General,https://www.facebook.com/events/1467146836761375/,41.7938195,-88.010376,41.7983965,-88.051946,Link
Dubuque,Washington Park,IA,200,200,200,Indivisible Dubuque,General,https://www.facebook.com/events/458603288206338,42.5006217,-90.6647967,42.5048837,-90.6362367,Link
Duluth,Peace United Church of Christ,MN,59,59,59,United Church of Christ,vigil,https://www.facebook.com/events/936119920053193/,46.7729322,-92.1251218,46.7689172,-92.0963818,Link
Dunkirk,Memorial Park,NY,32,32,32,general protestors,vigil,https://www.facebook.com/events/578160612711179/,42.479502,-79.333932,42.474875,-79.311082,Link
Easton,Riverside Park,PA,,,,"Lehigh Conference of Churches; the Lights of Liberty Coalition; Lehigh Valley for All; College Hill Presbyterian,",rally,https://www.wfmz.com/news/lehigh-valley/lights-for-liberty-rally-held-in-easton/1094770357,40.6916081,-75.2099866,40.6929651,-75.2381366,Link
Eastsound,village green,WA,59,59,59,Orcas PACT,vigil,https://www.facebook.com/events/446012509568746/,48.696771,-122.9054625,48.700385,-122.9231225,Link
Ely,Whiteside Park,MN,100,100,100,general protestors,General,https://www.facebook.com/events/340757966835720/,47.9032372,-91.8670873,47.8985202,-91.8471273,Link
Flower Mound,Creekwood Christian Church Parking Lot,TX,250,250,250,Texas Family Project,vigil,https://www.facebook.com/events/356104948396909/,33.0283854,-97.0867203,33.0317334,-97.0589703,Link
Forest Grove,home of event organizer,OR,1,1,1,general protestors,vigil,https://www.facebook.com/events/2417326635165612/?,45.5197452,-123.1114405,45.5150552,-123.0776205,Link
Fort Sill,Shepler Park,OK,166,166,166,general protestors,vigil,https://www.facebook.com/events/1684473545029739/,34.6809319,-98.5708847,34.6812189,-98.6117547,Link
Gloucester,Courthouse,VA,30,30,30,general protestors,vigil,https://www.facebook.com/events/439307226665308,37.4452288,-76.5594479,37.4442258,-76.5761479,Link
Grand Island,Hall County Department of Corrections,NE,60,60,60,general protestors,vigil,https://www.facebook.com/events/422805428306108/,40.924271,-98.338685,40.928274,-98.350595,Link
Grand Junction,steps of the Old County Courthouse,CO,111,111,111,Western Colorado Days of Action; Colorado Immigrant Rights Coalition; Hispanic Affairs Project; Western Colorado Alliance,General,https://www.facebook.com/events/856943874668743/,39.063956,-108.5507317,39.068178,-108.5891717,Link
Harrisburg,capitol,PA,150,150,150,general protestors,rally,https://www.facebook.com/events/696622194124815/,40.2663107,-76.8861122,40.2656647,-76.9099422,Link
Hollidaysburg,Blair County Courthouse,PA,200,200,200,general protestors,vigil,https://www.facebook.com/events/2063438817284473/,40.430774,-78.3900826,40.427401,-78.4093526,Link
Hot Springs,Wild Goose Festival,NC,16,16,16,BeLoved Asheville,vigil,https://www.facebook.com/events/416234215646452/,35.8923253,-82.8290318,35.8927813,-82.8459918,Link
Houston,CCA Houston Processing Center,TX,82,82,82,general protestors,vigil,https://www.facebook.com/events/410846926187386/,29.7589382,-95.3676974,29.7599062,-95.3883474,Link
John Day,Intersection of Canyon Blvd and Main St,OR,3,3,3,general protestors,vigil,https://www.facebook.com/events/383946322250503/,44.4158398,-118.9534319,44.4113078,-118.9847119,Link
Kalamazoo,Bronson Park,MI,,,,Kalamazoo First Congregational UCC,General,https://www.facebook.com/events/1079085988946799,42.291707,-85.5872286,42.292765,-85.5405686,Link
Kankakee,250 S Schuyler Ave,IL,37,37,37,Connect; Indivisible South Suburban Chicago- ISSC,General,https://www.facebook.com/events/492407198230790/,41.1200325,-87.8611531,41.1206215,-87.8277831,Link
Katonah,Gazebo at corner of Jay St and Katonah Ave,NY,200,275,200 to 275,general protestors,vigil,https://www.facebook.com/events/457803331449625/?active_tab=about,41.25877,-73.6853852,41.258061,-73.7086352,Link
Kentwood,5400 S Division,MI,64,64,64,general protestors,General,https://www.facebook.com/events/2453197404899797/,42.8694731,-85.6447492,42.8669201,-85.6215192,Link
Kirkwood,Eliot Unitarian Chapel,MO,11,11,11,Eliot Unitarian Chapel,vigil,https://www.facebook.com/events/899320763735450/?,38.5800713,-90.4069177,38.5832923,-90.3927577,Link
Laguna Beach,on cobblestones at Main Beach,CA,80,80,80,Laguna Unites,General,https://www.facebook.com/events/370729190153769/,33.5426975,-117.7853665,33.5419295,-117.8349865,Link
Lexington,Courthouse Plaza,KY,500,500,500,Bluegrass Activist Alliance,General,https://www.facebook.com/events/2374094399582044/,38.0464066,-84.4970393,38.0423796,-84.5158593,Link
Logan,Cache County Courthouse,UT,37,37,37,general protestors,vigil,https://www.facebook.com/events/2247600865328837/?active_tab=about,41.7313447,-111.8348631,41.7282727,-111.8149331,Link
Marion,Grant County Courthouse Square,IN,23,23,23,Indivisible Grant County,General,https://www.facebook.com/events/705488639909219/,40.5583739,-85.6591442,40.5540669,-85.6903842,Link
Merced,Intersection of Main and K Sts.,CA,28,28,28,general protestors,General,https://www.facebook.com/events/340073656912907/,37.3029568,-120.4843269,37.3010478,-120.5242769,Link
Minoqua,Veteran's Park,WI,22,22,22,Northwoods Progressives; Democratic Party of Vilas County Page,vigil,https://www.facebook.com/events/1245375778974103/,45.8110262,-89.9205951,45.8137262,-89.9022251,Link
Minot,Scandinavian Heritage Park,ND,19,19,19,general protestors,vigil,https://www.facebook.com/events/2291458097606918/,48.23251,-101.296273,48.232032,-101.281063,Link
Mount Morris,Rt 64 (Hitt) and Ogle,IL,,,,Like Oil and Water,General,https://www.facebook.com/events/345058232854385/,42.0503062,-89.4312201,42.0481742,-89.4053101,Link
Nashua,Church of the Good Shepherd Episcopal,NH,33,33,33,general protestors,vigil,https://www.facebook.com/events/472388433549615/,42.7653662,-71.467566,42.7685652,-71.483476,Link
Natick ,Natick Common,MA,42,42,42,general protestors,General,https://www.facebook.com/events/2300962483491675/,42.2836393,-71.346996,42.2795043,-71.344856,Link
Newton,City Hall,MA,46,46,46,general protestors,vigil,https://www.facebook.com/events/2893159647575267/,42.3370414,-71.2092214,42.3323524,-71.2550614,Link
North Conway,Main Street,NH,40,40,40,general protestors,vigil,https://www.facebook.com/events/849058392144867/,44.0536805,-71.1284041,44.0566305,-71.1297941,Link
North Palm Beach,First Unitarian Universalist Congregation of the Palm Beaches,FL,14,14,14,First Unitarian Universalist Congregation of the Palm Beaches; Justice Action Ministry of the First Unitarian Universalist Congregation of the Palm Beaches,General,https://www.facebook.com/events/333337377619867,26.8237944,-80.0559266,26.8193354,-80.0084366,Link
Norwich,Brown Memorial Park,CT,46,46,46,General,General,https://www.facebook.com/events/1733516820283027/,41.5242649,-72.0759105,41.5240909,-72.0268605,Link
Oberlin,7340 Highway 26,LA,9,9,9,General,General,https://www.facebook.com/events/418963228830132/,30.6201984,-92.7626462,30.6218874,-92.7858662,Link
Orleans,Village Green,MA,27,27,27,general protestors,General,https://www.facebook.com/events/382680575698161/,41.7898313,-69.9897397,41.7856723,-70.0072397,Link
Ozark,Christian County Jail,MO,104,104,104,Faith Voices of Southwest Missouri; Brentwood Christian Church,vigil,https://www.facebook.com/events/342054546461786,36.6467816,-92.4575198,36.6420146,-92.4476098,Link
Palo Alto,Lytton Plaza,CA,55,55,55,Multifaith Voices for Peace and Justice,General,https://www.facebook.com/events/2256390557958345/,37.4443293,-122.1598465,37.4399593,-122.1647965,Link
Port Townsend,Adams & Water St,WA,220,220,220,Jefferson County Immigrant Rights Activists,vigil,https://twitter.com/dkcsh1/status/1149900113487118336,48.1185325,-122.7679629,48.1171845,-122.7712629,Link
Presque Isle,HardScrabble Solutions,ME,12,12,12,HardScrabble Solutions,discussion; vigil,https://www.facebook.com/events/2382625048693310/,46.681479,-68.016357,46.683741,-68.066317,Link
Provincetown,Town Hall,MA,61,61,61,general protestors,General,https://www.facebook.com/events/382052482515832/,42.058436,-70.1786375,42.060122,-70.2200275,Link
Rapid City,Memorial Park,SD,50,50,50,Indivisible Rapid City and Democracy in Action,vigil,https://www.blackhillsfox.com/content/news/Rapid-City-joins-in-nationwide-protest--512668861.html,44.081176,-103.228006,44.078502,-103.236536,Link
Red Bank,Riverside Gardens Park,NJ,95,95,95,general protestors,vigil,https://www.facebook.com/events/373589210010016,40.3470543,-74.0643065,40.3510583,-74.0404565,Link
Redmond,downtown park,WA,133,133,133,Indivisible Eastside - WA,vigil,https://www.facebook.com/events/363878737855789/,47.6694141,-122.1238767,47.6702261,-122.1429167,Link
Richmond,capitol square,VA,540,540,540,General,General,https://www.facebook.com/events/859078621131298/,37.5385087,-77.43428,37.5394447,-77.42121,Link
Richmond,Volunteers Green,VT,24,24,24,general protestors,vigil,https://www.facebook.com/events/454622128663628/,44.4053306,-72.9929017,44.4012536,-73.0378217,Link
Rochester,Washington Square Park,NY,200,350,200 to 350,general protestors,vigil,https://www.facebook.com/events/460744974504141/,43.157285,-77.615214,43.153271,-77.582674,Link
Rockland,Unitarian Universalist Church,ME,30,30,30,general protestors,General,https://www.facebook.com/events/446177482603444/,44.104352,-69.108124,44.101534,-69.132904,Link
Sacramento,steps of capitol,CA,241,241,241,General,General,https://www.facebook.com/events/327862398136455/,38.5815719,-121.4943996,38.5773269,-121.4757596,Link
Salisbury,1600 Brenner Ave,NC,,,,Piedmont Unitarian Universalist Church,vigil,https://www.facebook.com/events/3120306114661384/,35.6709727,-80.4742261,35.6759167,-80.4963861,Link
San Francisco,Bernal Hill,CA,74,74,74,general protestors,General,https://www.facebook.com/events/421232188723264/permalink/421248445388305/,37.7790262,-122.4199061,37.7764272,-122.3708361,Link
Sanford,Central Park,ME,15,15,15,general protestors,vigil,https://www.facebook.com/events/2617261238360771/,43.439249,-70.7742246,43.443426,-70.7989746,Link
Sault Sainte Marie,Sault Saint Marie Farmer's Market,MN,,,,General,General,https://www.facebook.com/events/610146162811106/,46.490586,-84.359269,46.489019,-84.348699,Link
Seattle,north lawn of the International Fountain at the Seattle Center,WA,,,,Kavana Cooperative,vigil (shabbat),https://kavana.wildapricot.org/event-3464976?CalendarViewType=1&SelectedDate=7/12/2019,47.6038321,-122.3300624,47.6070651,-122.3162424,Link
Shreveport,courthouse  ,LA,7,7,7,general protestors,vigil,https://twitter.com/artdeptla/status/1149867532750336000,32.5221828,-93.7651944,32.5214488,-93.8063744,Link
St. Petersburg,Allendale United Methodist Church,FL,490,490,490,Indivisible FL-13; Allendale UMC,General,https://www.facebook.com/events/2346974288956088/,27.7703796,-82.6695085,27.7719616,-82.6442085,Link
Summerville,Hutchinson Squate,SC,60,100,60 to 100,General,vigil,https://www.facebook.com/events/448980349234520/,33.0206179,-80.1747537,33.0224259,-80.1492937,Link
Tacoma,Union Station,WA,200,100,200 to 100,Indivisible Tacoma,vigil,https://www.facebook.com/events/338885053696630/,47.2495798,-122.4398746,47.2497388,-122.4392046,Link
Tioga,Tioga County Courthouse,PA,39,39,39,Tioga County Democrats; Tioga County Indivisible,vigil,https://www.facebook.com/events/2322160927819031/,41.7741691,-77.254256,41.7731401,-77.235416,Link
Tracy,City Hall plaza,CA,25,25,25,general protestors,General,https://www.facebook.com/events/2440836146192917/,37.7396513,-121.4252227,37.7364943,-121.4566927,Link
Veneta,Oregon Country Fairgrounds,OR,81,81,81,general protestors,vigil,https://www.facebook.com/events/2834930046521805/?,44.0488807,-123.3515141,44.0481077,-123.3328141,Link
Waterford,Starlight Theater,MI,75,100,75 to 100,general protestors,General,https://www.facebook.com/events/669013916843882/?active_tab=about,42.7022527,-83.402718,42.7060497,-83.375338,Link
Watkinsville,Onocee County Courthouse,GA,23,23,23,Onocee County Progressives,General,https://www.facebook.com/events/324601685087377/,33.8628959,-83.4087709,33.8642289,-83.4539509,Link
Watsonville,city plaza,CA,500,500,500,general protestors,General,https://www.lightsforliberty.org/,36.9092773,-121.7529071,36.9069083,-121.7468771,Link
Wayne ,Henry Victor Park,NE,9,9,9,general protestors,march; vigil,https://www.facebook.com/events/2263846783889646/,42.1941294,-97.169623,42.1924744,-97.127153,Link
West Seattle,Alki Beach Park,WA,150,150,150,general protestors,vigil,https://www.facebook.com/events/2218861164848587/,47.5709315,-122.3865166,47.5722295,-122.3856466,Link
Westport,Veteran's Green (OR Unitarian Church),CT,200,200,200,General,General,https://www.facebook.com/events/2450369095179002/,41.1414855,-73.3578955,41.1425985,-73.3612055,Link
Woodstock,McHenry County Jail,IL,350,400,350 to 400,Indivisible Illinois,General,https://www.facebook.com/events/2425701794332788/,42.3147529,-88.4474302,42.3163169,-88.4953302,Link
York,York County Prison,PA,70,70,70,general protestors,rally,https://www.facebook.com/events/2333368513596133/,39.962398,-76.727392,39.96654,-76.687742,Link
Maui,University of Hawaii Maui Campus outside Ka'a'ike Building,HI,126,126,126,general protestors,General,https://www.facebook.com/events/471597516742497/,20.7983626,-156.3319253,20.7985276,-156.3241953,Link
Honolulu,Capitol Rotunda,HI,240,240,240,general protestors,General,https://www.facebook.com/events/382277032635112,21.3069444,-157.8583333,21.3034754,-157.8709033,Link
Homestead,Homestead Temporary Shelter for Unaccompanied Children,FL,200,2200,"200 to 2,200",General,march,https://www.facebook.com/events/347447646155278/,25.4687224,-80.4775569,25.4667054,-80.4345069,Link
Pembroke Pines,Trinity Lutheran Church Pembroke Pines,FL,120,130,120 to 130,Trinity Lutheran Church Pembroke Pines,General,https://www.facebook.com/events/2138585092912734/,26.007765,-80.2962555,26.007381,-80.2787555,Link
Naples,Unitarian Universalist Congregation of Greater Naples,FL,,,,SURJ-SWFL; Unitarian Universalist Congregation of Greater Naples,General,https://www.facebook.com/events/2406839126244206/,26.1420358,-81.7948103,26.1468958,-81.7904203,Link
McAllen,Ursula detention center,TX,80,80,80,LUPE; Texas Civil Rights Project,vigil,https://www.facebook.com/events/906364053029988/,26.2034071,-98.2300124,26.2007171,-98.1900524,Link
Lake Worth,First Congregational Church of Lake Worth,FL,123,123,123,General,vigil,https://www.facebook.com/events/439410013306754/,26.6167555,-80.0684479,26.6141765,-80.0507979,Link
Fort Meyers,Unitarian Universalist Church Of Fort Meyers,FL,127,127,127,Unitarian Universalist Church of Fort Meyers; Lights for Liberty,General,https://www.facebook.com/events/650089902174422/,26.640628,-81.8723084,26.641432,-81.8759684,Link
Stuart,Kiwanis Park,FL,100,150,100 to 150,Treasure Coast Activist Calendar,General,https://www.facebook.com/events/355313218422078/,27.197548,-80.2528257,27.19756,-80.2338757,Link
Sarasota ,"Marina Jack's ""Unconditional Surrender"" Statue",FL,250,300,250 to 300,General,General,https://www.facebook.com/events/1284724245023520/,27.3364347,-82.5306527,27.3363357,-82.5300727,Link
Corpus Christi,Communitea,TX,48,48,48,Communitea,vigil,https://www.facebook.com/events/336627060563988/,27.8005828,-97.396381,27.7979938,-97.363641,Link
Corpus Christi,Ocean Drive; Cole Park Amphitheater,TX,13,13,13,Coalition to Close the Concentration Camps.,rally,https://www.caller.com/story/news/local/2019/07/13/south-texas-activists-protest-migrant-detention-centers-u-s-border/1713793001/,27.8005828,-97.396381,27.7967988,-97.412321,Link
Tampa,Centennial Park; Ybor City,FL,200,250,200 to 250,general protestors,vigil,https://www.facebook.com/events/2457710754295186/,27.950575,-82.4571776,27.947146,-82.4815876,Link
Lakeland,124 S Florida Ave; US Rep. Spano’s Office ,FL,150,175,150 to 175,Polk County NOW; Polk County Young Democrats,General,https://www.facebook.com/events/2041388212837281/,28.0394654,-81.9498042,28.0388094,-81.9944942,Link
Land O' Lakes,Land O' Lakes Heritage Park,FL,70,80,70 to 80,General,General,https://www.facebook.com/events/1218144618353365/,28.2188992,-82.4575938,28.2185182,-82.4722838,Link
Celebration,West Osceola Library,FL,9,9,9,General,General,https://www.facebook.com/events/648115278932205,28.3188815,-81.5407793,28.3180955,-81.5244093,Link
Cape Canaveral ,Comprehensive Health Services,FL,169,169,169,General,General,https://www.facebook.com/events/2361438340561235/,28.3922182,-80.6077132,28.3909922,-80.5616632,Link
Orlando,Lake Eola Park,FL,200,250,200 to 250,general protestors,General,https://www.facebook.com/events/2234496623528842/,28.5383355,-81.3792365,28.5428465,-81.4245765,Link
The Villages,Town Square,FL,75,75,75,General,General,https://www.facebook.com/events/2199758826810628/,28.927019,-82.0037608,28.931487,-81.9765708,Link
Daytona Beach,E International Speedway Blvd & S Beach St,FL,68,68,68,general protestors,General,https://www.facebook.com/events/465843267512788,29.2108147,-81.0228331,29.2138007,-80.9788931,Link
Hondo,Free Speech Plaza,TX,4,4,4,Medina County Democratic Party,vigil; rally,https://www.facebook.com/events/362764474614660/,29.3474565,-99.1414249,29.3520355,-99.1654749,Link
San Antonio,Travis Park,TX,200,200,200,general protestors,vigil,https://www.facebook.com/events/832863110416335/,29.4241219,-98.4936282,29.4222839,-98.5215382,Link
Live Oak,,TX,2,2,2,"Lights for Liberty, Live Oak County, TX",vigil,https://www.facebook.com/events/2369857956455529/,29.5652286,-98.3364025,29.5607616,-98.3776025,Link
Gainesville,City Hall Complex,FL,100,100,100,North Central Florida Indivisible,General,https://www.facebook.com/events/2147529555368883/,29.6516344,-82.3248262,29.6511814,-82.2901162,Link
New Braunfels,Main Plaza,TX,53,53,53,Democratic Women of Comal County,vigil,https://www.facebook.com/events/1379524032172167/,29.7030024,-98.1244531,29.7074714,-98.1205231,Link
Houston,Southwest Key Detention Center on Emancipation Avenue,TX,200,200,200,general protestors,protest,https://www.facebook.com/events/2330181783925620/,29.7604267,-95.3698028,29.7637147,-95.4156828,Link
Houston,"Southwest Key Casa Quetzal, an immigrant children's detention facility; Highway 45; 7407 N Freeway",TX,100,110,100 to 110,general protestors,vigil,https://www.facebook.com/events/436726510508282/,29.7604267,-95.3698028,29.7595347,-95.3724228,Link
St. Augustine ,Castillo de San Marcos National Monument,FL,148,148,148,Women's March Alliance of North Florida; Blue Wave Coalition,General,https://www.facebook.com/events/456845408207428/,29.9012437,-81.3124341,29.8983127,-81.3167341,Link
New Orleans,1250 Poydras St,LA,709,709,709,General,vigil,https://www.facebook.com/events/2715898351758086/?active_tab=discussion,29.9510658,-90.0715323,29.9544548,-90.0956223,Link
Bastrop,Bastrop County Courthouse; 804 Pecan St.,TX,60,70,60 to 70,general protestors,vigil,https://www.facebook.com/events/2420890404861093/,30.1104947,-97.3152701,30.1148757,-97.2928401,Link
The Woodlands,near Interstate 45,TX,100,100,100,Democratic Club of The Woodlands,vigil,https://www.chron.com/neighborhood/woodlands/news/article/Woodlands-area-protesters-seek-end-to-immigrant-14093663.php,30.1658207,-95.4612625,30.1642117,-95.4690225,Link
Brenham,Downtown Courthouse,TX,27,27,27,Texas Rural Voices,vigil,https://www.facebook.com/events/1215451788624834/,30.1668828,-96.3977442,30.1692678,-96.4154442,Link
Lafayette,Parc Putnam,LA,,,,DSA SWLA Organizing Committee Lafayette,General,https://www.facebook.com/events/206434833578844/,30.2240897,-92.0198427,30.2195237,-92.0614327,Link
Austin,Capitol,TX,1100,1100,"1,100","Lights4Liberty Austin, TX",vigil,https://www.facebook.com/events/681145182332656/,30.267153,-97.7430608,30.263037,-97.7907808,Link
Jacksonville ,"Avondale United Methodist Church,",FL,200,250,200 to 250,general protestors,General,https://www.facebook.com/events/589085248282635/,30.3321838,-81.655651,30.3310098,-81.675921,Link
Tallahassee,Old Capital Building,FL,148,148,148,General,General,https://www.facebook.com/events/398400324101002/,30.4382559,-84.2807329,30.4416939,-84.2948829,Link
Baton Rouge,900 N Third St,LA,70,70,70,Indivisible Louisiana Capitol Region,vigil,https://www.facebook.com/events/624420394715532/,30.4514677,-91.1871466,30.4523047,-91.2332366,Link
Covington,Columbia Street Landing,LA,,,,Progressive Northshore Democrats,General,https://www.facebook.com/events/1571829372953169/,30.4754702,-90.1009108,30.4719332,-90.1166808,Link
Taylor,T. Don Hutto Residential Center,TX,360,360,360,Grassroots Leadership; Austin DSA,vigil,https://www.facebook.com/events/352686978728939/?,30.5707551,-97.4094438,30.5675241,-97.4550738,Link
Georgetown,Historic Georgetown,TX,63,63,63,Northern Williamson County Democrats; the Sun City Democrats,vigil,https://www.facebook.com/events/2332863636796146/,30.6332618,-97.6779842,30.6301438,-97.6765642,Link
Fernandina Beach,City Hall; Macedonia AME Church,FL,80,90,80 to 90,General,General,https://www.facebook.com/events/395481574469545/,30.6696818,-81.4625919,30.6713808,-81.4358519,Link
Bryan,Brazos County Courthouse,TX,50,60,50 to 60,Brazos County Democratic Party,vigil,https://www.facebook.com/events/466169357504598/,30.6743643,-96.3699632,30.6755303,-96.3592432,Link
Mobile,UUFM on Old Shell Road,AL,41,41,41,UUFM,General,https://www.facebook.com/events/352304298785868/,30.6953657,-88.0398912,30.6984017,-88.0435712,Link
Belton,Historic Courthouse,TX,30,40,30 to 40,Bell County Democrats,protest,https://www.facebook.com/events/358724484702546/,31.0560132,-97.464453,31.0560322,-97.442553,Link
Bisbee,Grassy Park on Tombstone Canyon,AZ,150,150,150,Lights For Liberty - Bisbee; St. John’s Episcopal Church,General,https://www.facebook.com/events/434415434070761/,31.4481547,-109.9284084,31.4522487,-109.9611484,Link
Nacogdoches,901 E Main Street,TX,34,34,34,general protestors,vigil,https://www.facebook.com/events/947764275623556/,31.6035129,-94.6554874,31.6032899,-94.6532274,Link
El Paso,Cleveland Square Park,TX,200,200,200,Lights for LIberty; other organizations,march; vigil,https://www.facebook.com/events/376032153043732/,31.7618778,-106.4850217,31.7582788,-106.4979417,Link
Savannah,Forsyth Park,GA,37,37,37,general protestors,General,https://www.facebook.com/events/452729888626140/,32.0808989,-81.091203,32.0771399,-81.082103,Link
Tucson,Jácome Plaza Downtown,AZ,600,600,600,Justice Alliance: Indivisible Southern Arizona; many other organizations,General,https://www.facebook.com/events/755151294899484/,32.2226066,-110.9747108,32.2183076,-110.9970908,Link
Montgomery,Unitarian Universalist Fellowship of Montgomery; 2810 Atlanta Hwy,AL,150,150,150,Hispanic Outreach Leadership and Action; ACLU of Alabama; Unitarian Universalist Fellowship Of Montgomery,vigil,https://www.facebook.com/events/435216170401154/,32.3792233,-86.3077368,32.3743633,-86.3115468,Link
Statesboro,Bulloch County Courthouse,GA,47,47,47,general protestors,General,https://www.facebook.com/events/1046516372351509/,32.4487876,-81.7831674,32.4470746,-81.7450474,Link
