CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,address,g_ad,g_lat,g_lon
Jensen Beach,Treasure Coast Mall Entrance,FL,US,6/30/2018,about 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20429/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,,"Jensen Beach , FL, US","Jensen Beach, FL 34957, USA",27.2544906,-80.2297697
Johnson City,Founder park,TN,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20533/signup/?source=&s=,https://www.wjhl.com/local/hundreds-protest-family-separation-zero-tolerance-policy-at-border/1276178125,,,"Johnson City , TN, US","Johnson City, TN, USA",36.3134397,-82.3534727
Johnstown,,PA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/,,,,"Johnstown , PA, US","Johnstown, PA, USA",40.3267407,-78.9219698
Joliet,Chicago St. Plaza,IL,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20513/signup/?source=&s=,http://www.theherald-news.com/2018/06/29/hundreds-in-joliet-protest-separating-immigrant-families/axvidq6/?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook#Echobox=1530392554,,,"Joliet , IL, US","Joliet, IL, USA",41.525031,-88.0817251
Jonesboro,Craighead County Courthouse,AR,US,6/30/2018,FB: 74,74,,74,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20160/signup/?source=&s=,https://www.facebook.com/events/477551736007044/,,,"Jonesboro , AR, US","Jonesboro, AR, USA",35.8422967,-90.704279
Juneau,Capital School Park,AK,US,6/30/2018,na,400,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/?zip=99801&source=&s=,http://juneauempire.com/news/local/2018-06-30/give-me-your-tired-your-hungry-juneau-protesters-rally-against-family,,,"Juneau , AK, US","Juneau, AK, USA",58.3019444,-134.4197221
Kahului,Corner of Pu'unene and Ka'ahumanu,HI,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19855/signup/?&source=&s=,,,,"Kahului , HI, US","Kahului, HI, USA",20.8893351,-156.4729469
Kahului,Maui Community College,HI,US,6/30/2018,400+,400,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,0,1,https://act.moveon.org/event/families-belong-together/20139/signup/?&source=&s=,https://twitter.com/JoeyCat016/status/1013238834543259654,,,"Kahului , HI, US","Kahului, HI, USA",20.8893351,-156.4729469
Kailua-Kona,Queen Ka'ahumanu HWY. South of Henry Street,HI,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20618/signup/?source=&s=,,,,"Kailua-Kona , HI, US","Kailua, HI, USA",19.639994,-155.9969261
Kalamazoo,Bronson Park,MI,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20116/signup/?&source=&s=,http://wmuk.org/post/immigration-rally-kalamazoo-calls-reuniting-families-non-cooperation-ice,,,"Kalamazoo , MI, US","Kalamazoo, MI, USA",42.2917069,-85.5872286
Kalispell,Depot Park,MT,US,6/30/2018,FB:32,32,,32,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.facebook.com/events/219561955322088,,,,"Kalispell , MT, US","Kalispell, MT 59901, USA",48.1919889,-114.316813
Kamuela,Church Row,HI,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20711/signup/?source=&s=,,,,"Kamuela , HI, US","Waimea, HI 96743, USA",20.0230556,-155.6716667
Kanab,,UT,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.sltrib.com/news/2018/06/30/us-senator-join-perhaps/,,,,"Kanab , UT, US","Kanab, UT 84741, USA",37.0474855,-112.5263145
Kansas City,Penn Valley Park,MO,US,6/30/2018,about 2000,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19942/signup/?source=&s=,https://www.kansascity.com/news/local/article214075339.html#storylink=mainstage,,,"Kansas City , MO, US","Kansas City, MO, USA",39.0997265,-94.5785667
Keene,Central Square,NH,US,6/30/2018,several protestors,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20040/signup/?source=&s=,http://www.sentinelsource.com/news/local/keene-crowd-adds-its-voice-to-national-outrage-against-immigration/article_65d741be-5074-5b2f-8421-471b0ffe9e1b.html,,,"Keene , NH, US","Keene, NH, USA",42.933692,-72.2781409
Kennett Square,,PA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/,,,,"Kennett Square , PA, US","Kennett Square, PA 19348, USA",39.8467767,-75.7116032
Kenosha,Navy Memorial Park,WI,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20527/signup/?source=&s=,,,,"Kenosha , WI, US","Kenosha, WI, USA",42.5847425,-87.8211854
Kerrville,Kerr County Courthouse Sidewalk,TX,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20332/signup/?source=&s=,,,,"Kerrville , TX, US","Kerrville, TX 78028, USA",30.0474332,-99.1403189
Ketchikan,Berth 4 Ketchikan dock,AK,US,6/30/2018,about 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20626/signup/?source=&s=,Facebook,,,"Ketchikan , AK, US","Ketchikan, AK 99901, USA",55.3422222,-131.6461112
Ketchum,Ketchum Town Square,ID,US,6/30/2018,about 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://twitter.com/librarydenizenk/status/1013110224180338688,https://www.mtexpress.com/news/ketchum/residents-call-for-reuniting-immigrant-families/article_f5fd4926-7f10-11e8-8282-db2b7a9508cc.html,,,"Ketchum , ID, US","Ketchum, ID, USA",43.6807402,-114.3636619
Key Largo,Murray Nelson Center,FL,US,6/30/2018,na,30,,30,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/FrymanSusana/status/1013143913929084928,Facebook,,Count estimated from photos on facebook,"Key Largo , FL, US","Key Largo, FL 33037, USA",25.0865151,-80.4472802
King City,Corner of Broadway Street and San Antonio Drive ,CA,US,6/30/2018,more than 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://greenfieldnews.com/article/south-county-joins-nationwide-immigration-reform-protests,,,,"King City , CA, US","King City, CA, USA",36.2127439,-121.1260287
Kingman,Trinity Episcopal Church,AZ,US,6/30/2018,nearly 60,60,,60,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20064/signup/?source=&s=,https://thebee.news/activists-rally-in-kingman-for-nationwide-families-belong-together/,,,"Kingman , AZ, US","Kingman, AZ, USA",35.189443,-114.0530065
Kingston,Holy Cross Santa Cruz Church Parking Lot,NY,US,6/30/2018,na,1000,,1200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20561/signup/?source=&s=,https://twitter.com/JoshuaHol/status/1013128050266071042,,,"Kingston , NY, US","Kingston, NY 12401, USA",41.9270367,-73.9973608
Knoxville,City County Building,TN,US,6/30/2018,nearly 250,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20263/signup/?source=&s=,https://eu.knoxnews.com/story/news/2018/06/30/families-belong-together-knoxville-rallies-immigration-child-separation/742530002/,,,"Knoxville , TN, US","Knoxville, TN, USA",35.9606384,-83.9207392
Kodiak,Main Downtown Intersection,AK,US,6/30/2018,over 30,30,,30,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.alaskapublic.org/2018/07/02/kodiak-demonstrators-rally-to-keep-families-together/,,,,"Kodiak , AK, US","Kodiak, AK, USA",57.79,-152.4072221
La Crosse,Cameron Park,WI,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20378/signup/?source=&s=,,,,"La Crosse , WI, US","La Crosse, WI, USA",43.8137751,-91.2519017
Lafayette,Federal Court,LA,US,6/30/2018,over 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20598/signup/?source=&s=,https://twitter.com/KLFY/status/1013243608336666624,,,"Lafayette , LA, US","Lafayette, LA, USA",30.2240897,-92.0198427
Laguna Beach,Main Beach / Laguna Beach,CA,US,6/30/2018,na,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20150/signup/?source=&s=,https://www.ocregister.com/2018/06/30/thousands-rally-in-laguna-beach-newport-beach-across-nation-to-demand-immigrant-families-be-reunited/,,,"Laguna Beach , CA, US","Laguna Beach, CA, USA",33.5427189,-117.7853568
Lake Charles,Lock Park,LA,US,6/30/2018,Around 75-100,75,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19971/signup/?source=&s=,http://www.kplctv.com/story/38549738/families-belong-together-rally-held-downtown,http://www.kplctv.com/Clip/14459563/video-families-belong-together-rally-held-downtown,,"Lake Charles , LA, US","Lake Charles, LA, USA",30.2265949,-93.2173758
Lake Worth,Old Lake Worth City Hall,FL,US,6/30/2018,FB: 116,116,,116,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20758/signup/?source=&s=,https://www.facebook.com/events/1785062538242009/,,,"Lake Worth , FL, US","Lake Worth, FL, USA",26.6167555,-80.0684479
Lakeland,Lake Mirror,FL,US,6/30/2018,more than 100,101,,101,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20782/signup/?source=&s=,http://www.dailyridge.com/en/2018/07/02/hundreds-rally-in-lakeland-demanding-that-families-belong-together/,,,"Lakeland , FL, US","Lakeland, FL, USA",28.0394654,-81.9498042
Lakeport,Historic Lake County Courthouse Square,CA,US,6/30/2018,roughly 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20173/signup/?source=&s=,http://www.record-bee.com/general-news/20180702/lakeport-protesters-march-in-support-of-immigrant-families,,,"Lakeport , CA, US","Lakeport, CA 95453, USA",39.0429506,-122.9158293
Lambertville,North Union Street Park,NJ,US,6/30/2018,more than 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.newhopefreepress.com/2018/06/30/families-belong-together-rally-in-lambertville-saturday-draws-large-crowd/,,,,"Lambertville , NJ, US","Lambertville, NJ 08530, USA",40.3659394,-74.9429448
Lancaster,Lancaster library,CA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20426/signup/?source=&s=,,,,"Lancaster , CA, US","Lancaster, CA, USA",34.6867846,-118.1541632
Lancaster,outside Lancaster County Courthouse,PA,US,6/30/2018,200-some,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://lancasteronline.com/news/local/families-belong-together-protest-draws-about-in-lancaster/article_59496d82-7c8e-11e8-90ee-73ef88cd2255.html,,,,"Lancaster , PA, US","Lancaster County, PA, USA",40.0466571,-76.1783739
Lanesboro,Lanesboro Baseball field,MN,US,6/30/2018,over 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20532/signup/?source=&s=,https://twitter.com/annagalland/status/1012770895901970433,https://www.bluffcountrynews.com/content/small-town-rally-garners-large-crowd-national-coverage,**,"Lanesboro , MN, US","Lanesboro, MN 55949, USA",43.7187813,-91.9759204
Langley,,WA,US,6/30/2018,about 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20360/signup/?source=&s=,https://twitter.com/starfish2018/status/1013147524192858112,,rain,"Langley , WA, US","Langley, WA 98260, USA",48.0400945,-122.406257
Lansing,Lansing Capitol Building,MI,US,6/30/2018,more than 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20360/signup/?source=&s=,https://www.lansingstatejournal.com/story/news/2018/06/30/families-belong-together-immigration-rally-draws-crowd-lansing/746821002/,,,"Lansing , MI, US","Lansing, MI, USA",42.732535,-84.5555347
Laredo,City Hall,TX,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20536/signup/?source=&s=,,,,"Laredo , TX, US","Laredo, TX, USA",27.5035613,-99.5075519
Las Vegas,U.S. Federal Courthouse,NV,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19856/signup/?source=&s=,https://lasvegassun.com/photos/galleries/2018/jun/30/0630ImmigrationProtest/#/0,,,"Las Vegas , NV, US","Las Vegas, NV, USA",36.1699412,-115.1398296
Lawrence,South Park,KS,US,6/30/2018,about 700,700,,700,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20236/signup/?source=&s=,http://www2.ljworld.com/news/2018/jun/30/hundreds-rally-in-south-park-to-demand-immigrant-families-be-reunited/,,,"Lawrence , KS, US","Lawrence, KS, USA",38.9716689,-95.2352501
Lawrenceville,Gwinnett Justice Center,GA,US,6/30/2018,FB: 79,79,,79,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20055/signup/?source=&s=,https://www.facebook.com/events/649114095440588/,,,"Lawrenceville , GA, US","Lawrenceville, GA, USA",33.9562149,-83.9879625
Lenexa,Shawnee Mission Park,KS,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/21044/signup/?source=&s=,,,,"Lenexa , KS, US","Lenexa, KS, USA",38.9536174,-94.7335709
Leonia,,NJ,US,6/30/2018,picture,10,,12,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/,https://www.facebook.com/photo.php?fbid=1008651225969823&set=a.117623188405969.24098.100004748643184&type=3&theater,,,"Leonia , NJ, US","Leonia, NJ, USA",40.8614887,-73.9881942
Lewiston,Sidewalks around Lewiston Public Library,ID,US,6/30/2018,FB: 54,54,,54,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20137/signup/?source=&s=,https://www.facebook.com/events/242474559844175/,,,"Lewiston , ID, US","Lewiston, ID 83501, USA",46.4004089,-117.001189
Lewiston/Auburn,Longley Bridge- Auburn side,ME,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20632/signup/?source=&s=,http://www.sunjournal.com/protesters-of-trumps-immigration-policies-organize-rallies-across-maine-nation/,,,"Lewiston/Auburn , ME, US","Lewiston, ME, USA",44.100351,-70.2147764
Lexington,Fayette County Circuit Court,KY,US,6/30/2018,several hundred,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20367/signup/?source=&s=,https://www.kentucky.com/news/local/counties/fayette-county/article213731109.html,,,"Lexington , KY, US","Lexington, KY, USA",38.0405837,-84.5037164
Libby,,MT,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20789/signup/?source=&s=,,,,"Libby , MT, US","Libby, MT 59923, USA",48.3882861,-115.5559988
Liberty,Daniel Pavilion,TX,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20339/signup/?source=&s=,,,,"Liberty , TX, US","Liberty, TX, USA",30.057993,-94.7954783
Lido Beach,March along Lido Blvd. from Townhouses to Point Lookout,NY,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20479/signup/?source=&s=,,,,"Lido Beach , NY, US","Lido Beach, NY, USA",40.5889926,-73.6254072
Lincoln,Sen. Deb Fischer Office,NE,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19931/signup/?&source=&s=,,,,"Lincoln , NE, US","Lincoln, NE, NE, USA",40.8371199,-96.8350999
Lincoln,Nebraska State Capitol Building steps,NE,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,0,1,https://act.moveon.org/event/families-belong-together/19990/signup/?&source=&s=,https://journalstar.com/news/local/govt-and-politics/lincoln-residents-participate-in-nationwide-families-belong-together-rally-protesting/article_f2334677-cdd4-5ec4-98cc-48166ccbb25a.html,,,"Lincoln , NE, US","Lincoln, NE, NE, USA",40.8371199,-96.8350999
Litchfield,Litchfield Town Green,CT,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19961/signup/?source=&s=,https://twitter.com/altochulo/status/1013082238131597313,,,"Litchfield , CT, US","Litchfield, CT, USA",41.7472642,-73.1887165
Little Rock,State Capitol grounds,AR,US,6/30/2018,between 400 and 500,400,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/wrighteng62/status/1013188557920448512,http://www.arkansasonline.com/news/2018/jul/01/dad-marches-in-lr-because-son-hides-und/,,,"Little Rock , AR, US","Little Rock, AR, USA",34.7464809,-92.2895948
Littleton,Littleton Post Office,NH,US,6/30/2018,FB: 46,46,,46,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20319/signup/?source=&s=,https://www.facebook.com/events/188005365237869/,,,"Littleton , NH, US","Littleton, NH 03561, USA",44.3061628,-71.7701237
Livermore,Flag Pole in downtown Livermore,CA,US,6/30/2018,350,350,,350,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20112/signup/?source=&s=,https://patch.com/california/pleasanton/hundreds-take-part-pleasanton-families-belong-together-rally,,,"Livermore , CA, US","Livermore, CA, USA",37.6818745,-121.7680088
Livingston,Sidewalk at Depot Park,MT,US,6/30/2018,FB,28,,28,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20350/signup/?source=&s=,https://www.facebook.com/events/1329136057231243/,,,"Livingston , MT, US","Livingston, MT 59047, USA",45.6614105,-110.5599556
Logan,Cache County Courthouse,UT,US,6/30/2018,roughly 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20226/signup/?source=&s=,https://www.hjnews.com/news/local/valley-residents-demonstrate-during-families-belong-together-event/article_5bb51461-4e17-55a6-b9d4-6ec134e9bcb4.html,,,"Logan , UT, US","Logan, UT, USA",41.7369803,-111.8338359
Logansport,Near Logansport Farmers Market,IN,US,6/30/2018,na,48,,48,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20481/signup/?source=&s=,https://twitter.com/FireRokita/status/1013191789371633664,,Count based on photos,"Logansport , IN, US","Logansport, IN 46947, USA",40.7544843,-86.3566659
Long Beach,Cesar Chavez Park to Glenn Anderson Federal building,CA,US,6/30/2018,na,1300,,1300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20127/signup/?source=&s=,https://www.presstelegram.com/2018/06/30/1300-march-against-separating-immigrant-families-in-long-beach/,,,"Long Beach , CA, US","Long Beach, CA, USA",33.7700504,-118.1937395
Longmont,,CO,US,6/30/2018,count video,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.dailycamera.com/boulder-county-news/ci_31979785/boulder-county-demonstrators-decry-trump-administration-immigration-policies?source=mostpopular,https://vimeo.com/277843075,,Count estimated based on video,"Longmont , CO, US","Longmont, CO, USA",40.1672068,-105.1019275
Longview,Heritage Plaza,TX,US,6/30/2018,FB: 64,64,,64,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20325/signup/?source=&s=,https://www.facebook.com/events/187659578562500/,,,"Longview , TX, US","Longview, TX, USA",32.5007037,-94.7404891
Longview,Corner of 30th and Ocean Beach Hwy,WA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20231/signup/?source=&s=,,,,"Longview , WA, US","Longview, WA, USA",46.1381676,-122.9381672
Los Angeles,Downtown,CA,US,6/30/2018,upwards of 75000,75000,,75000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19831/signup/?source=&s=,https://deadline.com/2018/06/families-belong-together-immigration-protest-rally-john-legend-chrissy-teigen-laura-dern-lin-manuel-miranda-kerry-washington-america-ferrera-donald-trump-1202420138/,,,"Los Angeles , CA, US","Los Angeles, CA, USA",34.0522342,-118.2436849
Louisville,steps of Metro Hall,KY,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20117/signup/?source=&s=,https://www.courier-journal.com/story/news/local/2018/06/30/families-belong-together-louisville-immigration-protest/741211002/,,,"Louisville , KY, US","Louisville, KY, USA",38.2526647,-85.7584557
Louisville,ICE offices on Seventh Street,KY,US,6/30/2018,roughly 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest; march,0,0,0,0,0,1,https://www.courier-journal.com/story/news/local/2018/06/30/families-belong-together-louisville-immigration-protest/741211002/,,,split from original protest,"Louisville , KY, US","Louisville, KY, USA",38.2526647,-85.7584557
Lubbock,Tim Cole Statue Memorial Park,TX,US,6/30/2018,more than 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20283/signup/?source=&s=,http://www.kcbd.com/story/38549248/lubbock-democrats-lead-families-belong-together-rally-in-tim-cole-memorial-park,,"""more than 100"" mentioned in video","Lubbock , TX, US","Lubbock, TX, TX, USA",33.6927845,-101.6157773
Ludington,Rotary Park,MI,US,6/30/2018,na,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20583/signup/?source=&s=,http://www.shorelinemedia.net/ludington_daily_news/standing-together/article_0486f3e4-7e0c-11e8-80f1-fb5ab9f2f20f.html,,,"Ludington , MI, US","Ludington, MI 49431, USA",43.9552825,-86.4525831
Lufkin,Angelina County Courthouse,TX,US,6/30/2018,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20233/signup/?source=&s=,http://lufkindailynews.com/news/local/article_83e0f6ec-b4f1-547e-8898-22fe7b4d8028.html,,,"Lufkin , TX, US","Lufkin, TX, TX, USA",31.2704698,-94.645035
Lumpkin,Stewart Detention Center,GA,US,6/30/2018,FB: 51,51,,51,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1923091511042482/,,,,"Lumpkin , GA, US","Lumpkin, GA 31815, USA",32.0509895,-84.7990901
Lunenburg,Outside the Lunenburg Town Hall 17 Main Street,MA,US,6/30/2018,250 to 300,250,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19905/signup/?source=&s=,https://www.facebook.com/w.ward.clark/posts/10156464377442152,,,"Lunenburg , MA, US","Lunenburg, MA 01462, USA",42.5945273,-71.7245035
Machias,Lee Pellon Center parking lot across from Helens,ME,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20438/signup/?source=&s=,,,,"Machias , ME, US","Machias, ME 04654, USA",44.7150789,-67.461376
Macomb,Chandler Park,IL,US,6/30/2018,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20593/signup/?source=&s=,http://www.week.com/story/38549436/2018/06/Saturday/local-keep-families-together-rallies,,,"Macomb , IL, US","Macomb, IL 61455, USA",40.4592076,-90.6717971
Madison,"State Capitol, State St Entrance",WI,US,6/30/2018,more than 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19857/signup/?source=&s=,http://www.nbc15.com/content/news/Protesters-call-for-immigration-reform-in-Madison--487035611.html,,,"Madison , WI, US","Madison, WI, USA",43.0730517,-89.4012302
Madisonville,First United Bank Plaza on Center Street,KY,US,6/30/2018,approx 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20767/signup/?source=&s=,http://www.the-messenger.com/news/local/article_09a9d6de-ac5e-5cf3-961f-ef4503008210.html,,,"Madisonville , KY, US","Madisonville, KY 42431, USA",37.3281005,-87.4988882
