event,location,zipcode,x,y,flag,_Y,_X,_ID,dup
INDIVISIBLE SF PENINSULA,San Mateo CA,94403,37.5395,-122.2998,,37.5395,-122.2998,2537,0
INDIVISIBLE SHAKER,Beachwood OH,44122,41.4701,-81.5232,,41.4701,-81.5232,2404,0
"INDIVISIBLE SHERMAN, TX",Sherman TX,75090,33.6435,-96.6075,,33.6435,-96.6075,3226,0
INDIVISIBLE SHIP,Shippensburg PA,17257,40.0514,-77.51949999999999,,40.0514,-77.51949999999999,1994,0
INDIVISIBLE SHORELINE,Shoreline WA,98177,47.7467,-122.3686,,47.7467,-122.3686,482,0
INDIVISIBLE SHREVEPORT-BOSSIER,Shreveport LA,71106,32.3912,-93.7116,,32.3912,-93.7116,3158,0
INDIVISIBLE SIERRA NEVADA,Placerville CA,95667,38.7195,-120.8046,,38.7195,-120.8046,237,0
INDIVISIBLE SILICON VALLEY,San Jose CA,95125,37.296,-121.8939,,37.296,-121.8939,2408,0
INDIVISIBLE SILVERDALE,Bremerton WA,98311,47.6271,-122.6373,,47.6271,-122.6373,3222,0
INDIVISIBLE SILVERLAKE,Los Angeles CA,90026,34.0766,-118.2646,,34.0766,-118.2646,3006,0
INDIVISIBLE SIRAN,Sacramento CA,95819,38.5683,-121.4366,,38.5683,-121.4366,2009,0
INDIVISIBLE SISTERS OF LONG ISLAND,Mineola NY,11501,40.7469,-73.63979999999999,,40.7469,-73.63979999999999,774,0
INDIVISIBLE SKAGIT,Mount Vernon WA,98273,48.4352,-122.2082,,48.4352,-122.2082,1380,0
INDIVISIBLE SL (INDIVISIBLE IN SECOND LIFE),MA,02330,41.8883,-70.76779999999999,,41.8883,-70.76779999999999,852,0
INDIVISIBLE SMITHCOUNTY TX,Tyler TX,75703,32.2768,-95.3031,,32.2768,-95.3031,1935,0
INDIVISIBLE SNOHOMISH,Snohomish WA,98296,47.8579,-122.092,,47.8579,-122.092,2461,0
INDIVISIBLE SNOWCAP,Ruidoso NM,88345,33.3474,-105.651,,33.3474,-105.651,1277,0
INDIVISIBLE SOCAL,Borrego Springs CA,92004,33.2386,-116.3514,,33.2386,-116.3514,2558,0
INDIVISIBLE SOCORRO COUNTY,Socorro NM,87801,34.0479,-106.8907,,34.0479,-106.8907,1279,0
INDIVISIBLE SOLANO,Fairfield CA,94534,38.2423,-122.1314,,38.2423,-122.1314,2024,0
INDIVISIBLE SOLON SPRINGS AREA,Solon Springs WI,54873,46.4173,-91.81100000000001,,46.4173,-91.81100000000001,1906,0
INDIVISIBLE SOMERVILLE,Somerville MA,02143,42.3829,-71.1028,,42.3829,-71.1028,3210,0
INDIVISIBLE SONOMA COUNTY,Santa Rosa CA,95405,38.4386,-122.6727,,38.4386,-122.6727,1909,0
INDIVISIBLE SOUTH AURORA\EAST CENTENNIAL,Aurora CO,80014,39.6662,-104.835,,39.6662,-104.835,917,0
INDIVISIBLE SOUTH AUSTIN,Austin TX,78704,30.2428,-97.7658,,30.2428,-97.7658,1531,0
INDIVISIBLE SOUTH BAY,Los Altos CA,94024,37.3547,-122.0862,,37.3547,-122.0862,2408,0
INDIVISIBLE SOUTH BAY - RHODE ISLAND,Jamestown RI,02835,41.5164,-71.37609999999999,,41.5164,-71.37609999999999,862,0
INDIVISIBLE SOUTH BENTON - LINN,Monroe OR,97456,44.3245,-123.3203,,44.3245,-123.3203,1345,0
INDIVISIBLE SOUTH CENTRAL MA,Southbridge MA,01550,42.075,-72.03530000000001,,42.075,-72.03530000000001,2036,0
INDIVISIBLE SOUTH FLORIDA,Fort Lauderdale FL,33314,26.0697,-80.2246,,26.0697,-80.2246,2950,0
INDIVISIBLE SOUTH JERSEY NOW,Mount Laurel NJ,08054,39.9478,-74.9036,,39.9478,-74.9036,2100,0
INDIVISIBLE SOUTH LAKE COUNTY CALIFORNIA,Middletown CA,95461,38.7824,-122.6487,,38.7824,-122.6487,2901,0
INDIVISIBLE SOUTH PASADENA,South Pasadena CA,91030,34.1109,-118.1547,,34.1109,-118.1547,3006,0
INDIVISIBLE SOUTH SUBURBS,Stockbridge GA,30281,33.5633,-84.2165,,33.5633,-84.2165,1974,0
INDIVISIBLE SOUTH TAMPA,Tampa FL,33629,27.921,-82.50790000000001,,27.921,-82.50790000000001,3223,0
INDIVISIBLE SOUTH VIEW SOLIDARITY,San Diego CA,92117,32.8239,-117.1965,,32.8239,-117.1965,2558,0
INDIVISIBLE SOUTHBURY,Southbury CT,06488,41.4767,-73.22410000000001,,41.4767,-73.22410000000001,1704,0
INDIVISIBLE SOUTHEAST KANSAS,Independence KS,67301,37.2292,-95.7165,,37.2292,-95.7165,3009,0
INDIVISIBLE SOUTHEAST MASS!,New Bedford MA,02746,41.66,-70.9324,,41.66,-70.9324,1183,0
INDIVISIBLE SOUTHEAST VOLUSIA,New Smyrna Beach FL,32168,29.0247,-80.9584,,29.0247,-80.9584,1967,0
INDIVISIBLE SOUTHEASTERN COLORADO,Lamar CO,81052,38.0841,-102.6192,,38.0841,-102.6192,2186,0
INDIVISIBLE SOUTHERN ARIZONA,Tucson AZ,85710,32.2138,-110.824,,32.2138,-110.824,1006,0
INDIVISIBLE SOUTHERN NEW MEXICO,Las Cruces NM,88007,32.3224,-106.8041,,32.3224,-106.8041,1807,0
INDIVISIBLE SOUTHERN OCEAN COUNTY NJ,Barnegat NJ,08005,39.7552,-74.247,,39.7552,-74.247,1730,0
INDIVISIBLE SOUTHERN TIER & FINGER LAKES NY,Corning NY,14850,42.4406,-76.4966,,42.4406,-76.4966,1397,0
INDIVISIBLE SOUTHERN WV,Kimberly WV,25118,38.1249,-81.32170000000001,,38.1249,-81.32170000000001,1845,0
INDIVISIBLE SOUTHGLENN / 80122,Littleton CO,80122,39.5814,-104.9557,,39.5814,-104.9557,917,0
INDIVISIBLE SOUTHSIDE VA,Danville VA,24541,36.5779,-79.44110000000001,,36.5779,-79.44110000000001,240,0
INDIVISIBLE SOUTHWEST ARKANSAS,Arkadelphia AR,71923,34.1153,-93.069,,34.1153,-93.069,2481,0
INDIVISIBLE SOUTHWEST IOWA,Red Oak IA,51566,41.0079,-95.2269,,41.0079,-95.2269,561,0
INDIVISIBLE SOUTHWEST MISSOURI,MO,65708,36.9212,-93.9258,,36.9212,-93.9258,3011,0
INDIVISIBLE SPACE COAST,Melbourne FL,32904,28.0673,-80.678,,28.0673,-80.678,2990,0
INDIVISIBLE SPICEWOOD,Spicewood TX,78669,30.3899,-98.0539,,30.3899,-98.0539,1531,0
INDIVISIBLE SPIRITS PORTLAND,Portland OR,97232,45.5287,-122.6363,,45.5287,-122.6363,2040,0
INDIVISIBLE SPIRITUAL ACTIVISTS SEATTLE,Seattle WA,98177,47.7467,-122.3686,,47.7467,-122.3686,482,0
INDIVISIBLE SPRING / MONTGOMERY COUNTY,Spring TX,77382,30.2106,-95.5257,,30.2106,-95.5257,1532,0
INDIVISIBLE SPRINGFIELD,Springfield OH,45502,39.9242,-83.80880000000001,,39.9242,-83.80880000000001,2243,0
INDIVISIBLE SPRINGFIELD ILLINOIS,Springfield IL,62704,39.7725,-89.6889,,39.7725,-89.6889,3025,0
INDIVISIBLE SPRINGFIELD MISSOURI,MO,65806,37.2031,-93.2971,,37.2031,-93.2971,1805,0
INDIVISIBLE SPRINGFIELD MO,MO,65806,37.2031,-93.2971,,37.2031,-93.2971,1805,0
INDIVISIBLE SQUIRREL HILL,Pittsburgh PA,15217,40.4308,-79.9205,,40.4308,-79.9205,817,0
INDIVISIBLE ST JOHNS,Saint Augustine FL,32084,29.9175,-81.3668,,29.9175,-81.3668,2161,0
INDIVISIBLE ST. BERNARD PARISH,Chalmette LA,70043,29.9466,-89.9611,,29.9466,-89.9611,1694,0
INDIVISIBLE ST. CHARLES HOPE,MO,63304,38.7378,-90.6234,,38.7378,-90.6234,3093,0
INDIVISIBLE ST. CLAUDE,New Orleans LA,70116,29.9686,-90.0646,,29.9686,-90.0646,2050,0
INDIVISIBLE ST. LOUIS,St. Louis MO,63122,38.5781,-90.4256,,38.5781,-90.4256,2197,0
INDIVISIBLE ST. PETER,Saint Peter MN,56082,44.3351,-93.9811,,44.3351,-93.9811,1326,0
INDIVISIBLE STAMFORD PLUS,Stamford CT,06903,41.1352,-73.5684,,41.1352,-73.5684,2005,0
INDIVISIBLE STANISLAUS,Turlock CA,95382,37.5239,-120.8517,,37.5239,-120.8517,830,0
INDIVISIBLE STANWOOD,Stanwood WA,98292,48.2011,-122.378,,48.2011,-122.378,2461,0
INDIVISIBLE STANWOOD/CAMANO,Stanwood WA,98292,48.2011,-122.378,,48.2011,-122.378,2461,0
INDIVISIBLE STAPLETON,Denver CO,80238,39.7392,-104.9847,,39.7392,-104.9847,2045,0
INDIVISIBLE STAUNTON,Staunton VA,24401,38.1574,-79.0651,,38.1574,-79.0651,1666,0
INDIVISIBLE STOKES COUNTY NC,King NC,27021,36.295,-80.35599999999999,,36.295,-80.35599999999999,612,0
INDIVISIBLE STONE MOUNTAIN,Stone Mountain GA,30058,33.7356,-84.1009,,33.7356,-84.1009,832,0
INDIVISIBLE STOUGHTON,Stoughton WI,53589,42.929,-89.224,,42.929,-89.224,1884,0
INDIVISIBLE STRONGSVILLE,Strongsville OH,44136,41.3132,-81.82850000000001,,41.3132,-81.82850000000001,2404,0
INDIVISIBLE STUDENTS,MN,55331,44.9007,-93.5791,,44.9007,-93.5791,3114,0
INDIVISIBLE STURGEON BAY/SOUTHERN DOOR.,Sturgeon Bay WI,54235,44.8438,-87.3753,,44.8438,-87.3753,2269,0
INDIVISIBLE SUFFRAGISTS,Altadena CA,91001,34.1912,-118.1392,,34.1912,-118.1392,3006,0
INDIVISIBLE SUMMERLIN,Las Vegas NV,89135,36.1378,-115.3261,,36.1378,-115.3261,2176,0
INDIVISIBLE SUMMERVILLE,Summerville SC,29486,33.0185,-80.1756,,33.0185,-80.1756,1071,0
INDIVISIBLE SUMMIT COUNTY - COLORADO,Silverthorne CO,80498,39.7647,-106.2211,,39.7647,-106.2211,1461,0
INDIVISIBLE SUMNER COUNTY,Hendersonville TN,37075,36.3054,-86.60720000000001,,36.3054,-86.60720000000001,1258,0
INDIVISIBLE SUNNYSIDE NEW YORK,Sunnyside NY,11104,40.7436,-73.9216,,40.7436,-73.9216,2392,0
INDIVISIBLE SURPRISE!,Surprise AZ,85379,33.6021,-112.3736,,33.6021,-112.3736,1424,0
INDIVISIBLE SUSQUEHANNA VALLEY,Herndon PA,17830,40.6918,-76.8008,,40.6918,-76.8008,1206,0
INDIVISIBLE SWAIN COUNTY,Whittier NC,28789,35.4469,-83.2872,,35.4469,-83.2872,2051,0
INDIVISIBLE SWAIN COUNTY NC,Bryson City NC,28713,35.4241,-83.4392,,35.4241,-83.4392,1511,0
INDIVISIBLE SWLA,Lake Charles LA,70601,30.2285,-93.188,,30.2285,-93.188,1187,0
INDIVISIBLE SYRACUSE,Syracuse NY,13210,43.0354,-76.12820000000001,,43.0354,-76.12820000000001,1398,0
INDIVISIBLE SYRACUSE NY,Syracuse NY,13205,43.0123,-76.1452,,43.0123,-76.1452,1398,0
INDIVISIBLE TACOMA,Tacoma WA,98406,47.2632,-122.4993,,47.2632,-122.4993,113,0
INDIVISIBLE TARRANT,Fort Worth TX,76135,32.8248,-97.45189999999999,,32.8248,-97.45189999999999,2102,0
INDIVISIBLE TEMPLE @,Philadelphia PA,19122,39.978,-75.1459,,39.978,-75.1459,2411,0
INDIVISIBLE TEMPLE UNIVERSITY,Philadelphia PA,19122,39.978,-75.1459,,39.978,-75.1459,2411,0
"INDIVISIBLE TENAKEE SPRINGS, ALASKA CHAPTER",Tenakee Springs AK,99841,57.7808,-135.2189,,57.7808,-135.2189,273,0
"INDIVISIBLE TEXAS COUNTY, MO",Elk Creek MO,65464,37.1878,-91.9134,,37.1878,-91.9134,886,0
INDIVISIBLE TEXAS SD 30,Weatherford TX,76087,32.7495,-97.68940000000001,,32.7495,-97.68940000000001,2761,0
INDIVISIBLE TEXAS; DISTRICT 14,Beaumont TX,77707,30.0686,-94.1755,,30.0686,-94.1755,1154,0
INDIVISIBLE THE VILLAGES,The Villages FL,32163,28.9338,-81.9914,,28.9338,-81.9914,798,0
INDIVISIBLE THOUSAND OAKS,Berkeley CA,94707,37.8927,-122.2761,,37.8927,-122.2761,2716,0
INDIVISIBLE THREE RIVERS,Pittsburgh PA,15207,40.4003,-79.93380000000001,,40.4003,-79.93380000000001,817,0
INDIVISIBLE THURSTON COUNTY,Olympia WA,98501,47.0129,-122.8763,,47.0129,-122.8763,2661,0
INDIVISIBLE TITUSVILLE,Titusville FL,32780,28.5697,-80.81910000000001,,28.5697,-80.81910000000001,2990,0
INDIVISIBLE TN DISTRICT 7,Brentwood TN,37027,36.0063,-86.79089999999999,,36.0063,-86.79089999999999,1855,0
INDIVISIBLE TN-4,Murfreesboro TN,37130,35.8456,-86.3903,,35.8456,-86.3903,2460,0
INDIVISIBLE TN-6,Cookeville TN,38501,36.2178,-85.5423,,36.2178,-85.5423,2042,0
INDIVISIBLE TN3,Signal Mountain TN,37377,35.1494,-85.33620000000001,,35.1494,-85.33620000000001,3044,0
INDIVISIBLE TOGETHER (IT),Eugene OR,97402,44.0612,-123.1555,,44.0612,-123.1555,1346,0
INDIVISIBLE TOHONO,Tohono AZ,85634,32.0315,-112.0065,,32.0315,-112.0065,1006,0
INDIVISIBLE TOLEDO,Toledo OH,43614,41.6028,-83.6292,,41.6028,-83.6292,770,0
INDIVISIBLE TOOL CENTRAL,Kemp TX,75143,32.2486,-96.2161,,32.2486,-96.2161,2803,0
INDIVISIBLE TOSA,Milwaukee WI,53213,43.0488,-88.00149999999999,,43.0488,-88.00149999999999,2259,0
INDIVISIBLE TOWSON,Towson MD,21286,39.4143,-76.5761,,39.4143,-76.5761,3043,0
INDIVISIBLE TRAVERSE CITY,Traverse City MI,49685,44.8162,-85.57510000000001,,44.8162,-85.57510000000001,1393,0
"INDIVISIBLE TRF - THIEF RIVER FALLS AREA (MN SD1, CD7)",Thief River Falls MN,56701,48.1191,-96.1811,,48.1191,-96.1811,410,0
INDIVISIBLE TRI-CITIES,Kingsport TN,37660,36.5484,-82.56180000000001,,36.5484,-82.56180000000001,3144,0
INDIVISIBLE TRICITIES WASHINGTON,Burbank WA,99323,46.1966,-118.9017,,46.1966,-118.9017,1383,0
INDIVISIBLE TRINITY COUNTY,Weaverville CA,96093,40.7317,-122.9353,,40.7317,-122.9353,607,0
INDIVISIBLE TROY,Troy MI,48085,42.6006,-83.1198,,42.6006,-83.1198,3012,0
INDIVISIBLE TUCSON 4 JUSTICE,Tucson AZ,85750,32.2974,-110.8404,,32.2974,-110.8404,1006,0
INDIVISIBLE TUCSON ACTION ALLIANCE,Marana AZ,85658,32.4305,-111.1459,,32.4305,-111.1459,1006,0
INDIVISIBLE TUSCALOOSA,Tuscaloosa AL,35401,33.1969,-87.56270000000001,,33.1969,-87.56270000000001,2884,0
INDIVISIBLE TUSCANY,Keswick IA,50136,41.4613,-92.23950000000001,,41.4613,-92.23950000000001,736,0
INDIVISIBLE TWO RIVERS,Rumson NJ,07760,40.3707,-74.00839999999999,,40.3707,-74.00839999999999,2335,0
INDIVISIBLE TX 16,el paso TX,79912,31.8383,-106.5364,,31.8383,-106.5364,2584,0
INDIVISIBLE TX HOUSE DISTRICT 47 PAUL WORKMAN,Austin TX,78732,30.3752,-97.9007,,30.3752,-97.9007,1531,0
INDIVISIBLE TX LC,League City TX,77573,29.5173,-95.0963,,29.5173,-95.0963,2893,0
INDIVISIBLE TX-02,Kingwood TX,77339,30.0569,-95.1835,,30.0569,-95.1835,2430,0
INDIVISIBLE TX-03,Plano TX,75025,33.0784,-96.7291,,33.0784,-96.7291,1054,0
INDIVISIBLE TX-05,Forney TX,75126,32.7491,-96.4598,,32.7491,-96.4598,1050,0
INDIVISIBLE TX-11,Carbon TX,76435,32.2701,-98.8348,,32.2701,-98.8348,584,0
INDIVISIBLE TX-17 BRYAN/COLLEGE STATION,Bryan TX,77802,30.6582,-96.3351,,30.6582,-96.3351,1959,0
INDIVISIBLE TX-18,Houston TX,77009,29.7936,-95.36750000000001,,29.7936,-95.36750000000001,2430,0
INDIVISIBLE TX-20,San Antonio TX,78249,29.5612,-98.6117,,29.5612,-98.6117,3073,0
INDIVISIBLE TX-24,Coppell TX,75019,32.9673,-96.98050000000001,,32.9673,-96.98050000000001,2220,0
INDIVISIBLE TX-27,Corpus Christi TX,78411,27.7311,-97.3877,,27.7311,-97.3877,2230,0
INDIVISIBLE TX-30,Dallas TX,75201,32.7904,-96.8044,,32.7904,-96.8044,2220,0
INDIVISIBLE TX07,Houston TX,77005,29.7179,-95.4263,,29.7179,-95.4263,2430,0
INDIVISIBLE TX12 @,Fort Worth TX,76131,32.8632,-97.3377,,32.8632,-97.3377,2102,0
INDIVISIBLE TX25 EAST AUSTIN,Austin TX,78723,30.3085,-97.6849,,30.3085,-97.6849,1531,0
INDIVISIBLE TX27 BASTROP COUNTY,Cedar Creek TX,78612,30.0966,-97.49760000000001,,30.0966,-97.49760000000001,1567,0
INDIVISIBLE TXLEGE,Austin TX,78704,30.2428,-97.7658,,30.2428,-97.7658,1531,0
INDIVISIBLE UCONN,Storrs Mansfield CT,06269,41.808,-72.251,,41.808,-72.251,2118,0
INDIVISIBLE UCSB,Ventura CA,93001,34.3308,-119.3584,,34.3308,-119.3584,1672,0
"INDIVISIBLE UKIAH, CA",Ukiah CA,95482,39.1552,-123.1951,,39.1552,-123.1951,1835,0
INDIVISIBLE ULSTER NEW PALTZ,New Paltz NY,12561,41.7464,-74.1092,,41.7464,-74.1092,2437,0
INDIVISIBLE UNDERGROUND (NJ),Newark NJ,07104,40.7664,-74.1695,,40.7664,-74.1695,2195,0
INDIVISIBLE UNITED FLORIDA 6TH DISTRICT,New Smyrna Beach FL,32168,29.0247,-80.9584,,29.0247,-80.9584,1967,0
INDIVISIBLE UPNORTH,Rhinelander WI,54501,45.7045,-89.3866,,45.7045,-89.3866,2963,0
INDIVISIBLE UPPER DARBY,Upper Darby PA,19082,39.9579,-75.2681,,39.9579,-75.2681,1437,0
INDIVISIBLE UPPER EAST SIDE,New York NY,10128,40.7816,-73.9511,,40.7816,-73.9511,940,0
INDIVISIBLE UPPER KEYS,Key Largo FL,33037,25.0865,-80.4473,,25.0865,-80.4473,2146,0
INDIVISIBLE UPSTANDERS OF BEDFORD COUNTY,Bedford PA,15522,39.9908,-78.5261,,39.9908,-78.5261,1086,0
INDIVISIBLE US LB,Long Beach CA,90815,33.7939,-118.1192,,33.7939,-118.1192,3006,0
INDIVISIBLE VA ASSEMBLY 42,FAIRFAX STATION VA,22039,38.7602,-77.3064,,38.7602,-77.3064,2962,0
INDIVISIBLE VA DISTRICT 8 PLUS,Falls Church VA,22041,38.8502,-77.1448,,38.8502,-77.1448,2962,0
INDIVISIBLE VACAVILLE,Vacaville CA,95688,38.3847,-121.9887,,38.3847,-121.9887,2024,0
INDIVISIBLE VAIL VALLEY,Minturn CO,81645,39.5805,-106.4176,,39.5805,-106.4176,2958,0
INDIVISIBLE VALDOSTA,Valdosta GA,31602,30.8931,-83.3278,,30.8931,-83.3278,2319,0
INDIVISIBLE VALLEY,Duvall WA,98019,47.725,-121.9369,,47.725,-121.9369,482,0
INDIVISIBLE VALLEY OF THE SUN,Scottsdale AZ,85250,33.5218,-111.9049,,33.5218,-111.9049,1424,0
INDIVISIBLE VASHON,Vashon WA,98070,47.4259,-122.4644,,47.4259,-122.4644,482,0
INDIVISIBLE VB,Vero Beach FL,32962,27.5885,-80.39230000000001,,27.5885,-80.39230000000001,2400,0
INDIVISIBLE VEGAS,Henderson NV,89002,36.0008,-114.9588,,36.0008,-114.9588,2176,0
INDIVISIBLE VENICE,Venice FL,34285,27.0933,-82.4498,,27.0933,-82.4498,2317,0
INDIVISIBLE VENTURA,Ventura CA,93003,34.2846,-119.2222,,34.2846,-119.2222,1672,0
INDIVISIBLE VERMONT,Barre VT,05401,44.484,-73.2199,,44.484,-73.2199,2251,0
INDIVISIBLE VERMONT EDUCATORS FOR ACTION,Putney VT,05346,43.0356,-72.5123,,43.0356,-72.5123,1032,0
INDIVISIBLE VILLAGE,Philadelphia PA,19128,40.0402,-75.2231,,40.0402,-75.2231,2411,0
INDIVISIBLE VIRGINIA - DISTRICT 11,Mc Lean VA,22102,38.953,-77.2295,,38.953,-77.2295,2962,0
INDIVISIBLE VIRGINIA 11,Fairfax VA,22032,38.8177,-77.2925,,38.8177,-77.2925,2962,0
INDIVISIBLE VIRGINIA DISTRICT 10,Boyce VA,22620,39.0698,-78.02030000000001,,39.0698,-78.02030000000001,1370,0
INDIVISIBLE VOLUSIA,Deland FL,32724,29.0422,-81.2863,,29.0422,-81.2863,1967,0
INDIVISIBLE WA-1,Bothell WA,98012,47.8401,-122.1972,,47.8401,-122.1972,2461,0
INDIVISIBLE WA-8,Issaquah WA,98029,47.5585,-122.0055,,47.5585,-122.0055,482,0
INDIVISIBLE WAHKIAKUM,Cathlamet WA,98612,46.1954,-123.3627,,46.1954,-123.3627,1903,0
INDIVISIBLE WALDO,Lincolnville ME,04849,44.3048,-69.08240000000001,,44.3048,-69.08240000000001,758,0
INDIVISIBLE WALNUT CREEK,Walnut Creek CA,94597,37.9182,-122.0717,,37.9182,-122.0717,1703,0
INDIVISIBLE WALWORTH COUNTY,Elkhorn WI,53121,42.7009,-88.5462,,42.7009,-88.5462,2730,0
INDIVISIBLE WARREN COUNTY @,Indianola IA,50125,41.3143,-93.58799999999999,,41.3143,-93.58799999999999,93,0
INDIVISIBLE WARRIOR WOMEN,Ocean Isle Beach NC,28469,33.8913,-78.4298,,33.8913,-78.4298,2041,0
INDIVISIBLE WASHINGTON,Bellingham WA,98229,48.6952,-122.4124,,48.6952,-122.4124,2203,0
INDIVISIBLE WASHINGTON COUNTY,East Machias ME,04630,44.7424,-67.38209999999999,,44.7424,-67.38209999999999,134,0
INDIVISIBLE WASHINGTON ENVIRONMENT NETWORK,WA,98177,47.7467,-122.3686,,47.7467,-122.3686,482,0
INDIVISIBLE WASHINGTON PA,Washington PA,15301,40.1717,-80.256,,40.1717,-80.256,2740,0
INDIVISIBLE WASHINGTON: DISTRICT 6,Bainbridge Island WA,98110,47.6478,-122.538,,47.6478,-122.538,3222,0
INDIVISIBLE WASHINGTONÎÃÃS 8TH DISTRICT,Issaquah WA,98029,47.5585,-122.0055,,47.5585,-122.0055,482,0
INDIVISIBLE WATERBURY VT,Waterbury VT,05677,44.3828,-72.708,,44.3828,-72.708,2265,0
INDIVISIBLE WATERFRONT,Washington DC,20024,38.8759,-77.01600000000001,,38.8759,-77.01600000000001,2713,0
INDIVISIBLE WATERTOWN,Watertown NY,13603,43.9087,-75.8967,,43.9087,-75.8967,1414,0
INDIVISIBLE WAVES,Waldport OR,97394,44.4085,-124.0351,,44.4085,-124.0351,2138,0
INDIVISIBLE WAYNESBORO,Waynesboro PA,17268,39.7635,-77.56740000000001,,39.7635,-77.56740000000001,3211,0
INDIVISIBLE WE RISE - WEST CENTRAL PA,Clarion PA,16214,41.2123,-79.37730000000001,,41.2123,-79.37730000000001,1099,0
INDIVISIBLE WE STAND,New York NY,10024,40.7864,-73.9764,,40.7864,-73.9764,940,0
INDIVISIBLE WE WILL PERSIST,Lake Saint Louis MO,63367,38.7936,-90.7854,,38.7936,-90.7854,3093,0
INDIVISIBLE WEIRTON,Weirton WV,26062,40.4137,-80.56829999999999,,40.4137,-80.56829999999999,2012,0
INDIVISIBLE WENATCHEE,Wenatchee WA,98801,47.4253,-120.3273,,47.4253,-120.3273,483,0
INDIVISIBLE WEST CENTRAL ARKANSAS,Alma AR,72921,35.5,-94.2073,,35.5,-94.2073,1866,0
INDIVISIBLE WEST CENTRAL INDIANA,Covington IN,47932,40.1326,-87.3819,,40.1326,-87.3819,1252,0
INDIVISIBLE WEST JERSEY,Sewell NJ,08080,39.7473,-75.0899,,39.7473,-75.0899,3138,0
INDIVISIBLE WEST KENTUCKY,Madisonville KY,42431,37.3256,-87.4953,,37.3256,-87.4953,1079,0
INDIVISIBLE WEST MARIN,Point Reyes Station CA,94956,38.0691,-122.8069,,38.0691,-122.8069,2163,0
INDIVISIBLE WEST MICHIGAN,Grand Rapids MI,49503,42.9659,-85.6527,,42.9659,-85.6527,1728,0
INDIVISIBLE WEST ORLANDO,Ocoee FL,34761,28.5837,-81.5326,,28.5837,-81.5326,486,0
INDIVISIBLE WEST TOWN,Chicago IL,60622,41.9019,-87.67789999999999,,41.9019,-87.67789999999999,2103,0
INDIVISIBLE WEST VALLEY AZ,Glendale AZ,85302,33.5675,-112.1753,,33.5675,-112.1753,1424,0
INDIVISIBLE WEST-CENTRAL MN,Glenwood MN,56334,45.6429,-95.38679999999999,,45.6429,-95.38679999999999,2778,0
INDIVISIBLE WESTCHESTER,Larchmont NY,10538,40.9351,-73.75709999999999,,40.9351,-73.75709999999999,1740,0
INDIVISIBLE WESTCHESTER LARCHFORWARD,Larchmont NY,10538,40.9351,-73.75709999999999,,40.9351,-73.75709999999999,1740,0
INDIVISIBLE WESTCHESTER MVP,Rye NY,10580,40.9734,-73.69070000000001,,40.9734,-73.69070000000001,1740,0
INDIVISIBLE WESTCHESTER RIVERTOWNS AND SURROUNDING AREAS,Scarsdale NY,10583,40.9927,-73.79949999999999,,40.9927,-73.79949999999999,1740,0
INDIVISIBLE WESTCHESTER-RIVERTOWNS AND SURROUNDING AREAS,Hastings On Hudson NY,10706,40.9878,-73.863,,40.9878,-73.863,1740,0
INDIVISIBLE WESTERLY,Westerly RI,02891,41.3691,-71.8126,,41.3691,-71.8126,2594,0
INDIVISIBLE WESTERN SLOPE,Steamboat Springs CO,80487,40.6327,-106.9318,,40.6327,-106.9318,1690,0
INDIVISIBLE WESTERN SPRINGS & SURROUNDING COMMUNITIES,Western Springs IL,60558,41.8049,-87.8995,,41.8049,-87.8995,2103,0
"INDIVISIBLE WESTFORD, MA",Westford MA,01886,42.5864,-71.4401,,42.5864,-71.4401,3210,0
INDIVISIBLE WESTMORELAND ACTION TEAM,Greensburg PA,15601,40.3074,-79.5424,,40.3074,-79.5424,3070,0
INDIVISIBLE WEXFORD,Wexford PA,15090,40.612,-80.06489999999999,,40.612,-80.06489999999999,817,0
INDIVISIBLE WHEATON WARRENVILLE,Wheaton IL,60189,41.8397,-88.0887,,41.8397,-88.0887,3224,0
INDIVISIBLE WHIDBEY,Coupeville WA,98239,48.2189,-122.6823,,48.2189,-122.6823,2940,0
INDIVISIBLE WHITFIELD MURRAY,Dalton GA,30721,34.7792,-84.93389999999999,,34.7792,-84.93389999999999,1652,0
INDIVISIBLE WHITPAIN,Blue Bell PA,19422,40.1576,-75.2799,,40.1576,-75.2799,3054,0
INDIVISIBLE WHITTIER,Whittier CA,90604,33.9299,-118.0121,,33.9299,-118.0121,3006,0
INDIVISIBLE WI DISTRICT 8,Green Bay WI,54301,44.482,-88.0205,,44.482,-88.0205,3120,0
INDIVISIBLE WI-03,Tomah WI,54660,43.9838,-90.47329999999999,,43.9838,-90.47329999999999,2996,0
INDIVISIBLE WI06,Fond Du Lac WI,54935,43.7742,-88.43519999999999,,43.7742,-88.43519999999999,2612,0
INDIVISIBLE WICHITA FALLS,Wichita Falls TX,76310,33.8581,-98.57550000000001,,33.8581,-98.57550000000001,1779,0
INDIVISIBLE WILKES,Wilkesboro NC,28697,36.1359,-81.15730000000001,,36.1359,-81.15730000000001,1523,0
INDIVISIBLE WILLIAMSBURG,Williamsburg MA,01096,42.4085,-72.77800000000001,,42.4085,-72.77800000000001,2476,0
INDIVISIBLE WILLOWS,Willows CA,95988,39.5353,-122.2597,,39.5353,-122.2597,3090,0
INDIVISIBLE WINCHENDON,Winchendon MA,01475,42.6789,-72.0475,,42.6789,-72.0475,2036,0
