CityTown,Location,StateTerritory,Country,Date,EstimateLow,EstimateHigh,Estimate,Actor,Source1,Source2,Source3,g_lat,g_lon,g_lat_jitter,g_lon_jitter,linkstatus
Brownsville,Centro Cultural de Cameron Park,TX,US,6/30/2018,1200,1200,"1,200",ACLU,https://act.moveon.org/event/families-belong-together/20248/signup/?source=&s=,https://www.caller.com/story/news/local/texas/state-bureau/2018/06/30/30-000-expected-families-belong-together-rally-texas-capitol/745604002/,https://www.facebook.com/events/1834781589914906/,25.9017472,-97.4974838,25.9021642,-97.5018008,Link
Brunswick,City Hall,GA,US,6/30/2018,73,73,73,Families Belong Together,https://www.facebook.com/events/1821679614807027/,,,31.1499528,-81.4914894,31.1542528,-81.4918474,Link
Brunswick,Brunswick Town Hall,ME,US,6/30/2018,250,250,250,Families Belong Together,https://act.moveon.org/event/families-belong-together/20503/signup/?source=&s=,https://www.pressherald.com/2018/06/30/about-2000-people-protest-trump-immigration-policies-in-front-of-portland-city-hall/,,43.9140162,-69.966996,43.9132492,-69.970736,Link
Bryan,Congressman Bill Flores' Bryan District Office,TX,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20625/signup/?source=&s=,http://www.kbtx.com/content/news/Hundreds-gathered-to-protest--487032901.html,,30.6743643,-96.3699632,30.6733213,-96.3653992,Link
Buchanan,,TN,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20345/signup/?source=&s=,,,36.4369999,-88.2083713,36.4343459,-88.2039793,Link
Buffalo,US District Court for the Western District of New York,NY,US,6/30/2018,1500,2500,"1,500 to 2,500",Families Belong Together,https://act.moveon.org/event/families-belong-together/19838/signup/?source=&s=,https://buffalonews.com/2018/06/30/buffalo-crowd-protests-trumps-immigration-policies/,,42.8864468,-78.8783689,42.8860328,-78.8819749,Link
Burbank,,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://twitter.com/oscafidi/status/1013137219974934528,,,34.1808392,-118.3089661,34.1844912,-118.3062941,Link
Burlington,Carolina Flea Market,NC,US,6/30/2018,250,250,250,Families Belong Together,https://act.moveon.org/event/families-belong-together/20510/signup/?source=&s=,https://twitter.com/NickLaparra/status/1013134151887806466,,36.0956918,-79.4377991,36.0971278,-79.4359651,Link
Burlington,Burlington Municipal Building,NC,US,6/30/2018,80,80,80,Families Belong Together,http://www.thetimesnews.com/article/20180630/NEWS/180639887,,,36.0956918,-79.4377991,36.0930488,-79.4402841,Link
Burlington,"Start at top of Church Street, end at Battery Park",VT,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20526/signup/?source=&s=,,,44.4758825,-73.212072,44.4712325,-73.20926,Link
Buzzards Bay,Bourne Bridge Rotary (Cape Cod side),MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20572/signup/?source=&s=,,,41.7453829,-70.618087,41.7472629,-70.615092,Link
Calexico,Imperial Regional Detention Facility [1572 Gateway Rd.],CA,US,6/30/2018,50,50,50,Families Belong Together,https://act.moveon.org/event/families-belong-together/20556/signup/?source=&s=,https://www.pressreader.com/usa/imperial-valley-press/20180702/281492162062743,,32.6789476,-115.4988834,32.6815866,-115.5020274,Link
Camarillo,770 Paseo Camarillo,CA,US,6/30/2018,191,191,191,Families Belong Together,https://www.facebook.com/events/237543150170377/,,,34.2163937,-119.0376023,34.2206207,-119.0413173,Link
Canton,Canton Village Green,NY,US,6/30/2018,145,145,145,Families Belong Together,https://act.moveon.org/event/families-belong-together/20039/signup/?source=&s=,http://www.watertowndailytimes.com/news05/canton-joins-nationwide-families-belong-together-rally-to-end-immigration-detention--20180701,,44.5956163,-75.1690942,44.6003573,-75.1660712,Link
Cape Girardeau,Freedom Corner at Capaha Park,MN,US,6/30/2018,37,37,37,Families Belong Together,https://act.moveon.org/event/families-belong-together/20414/signup/?source=&s=,https://twitter.com/trudysirvine/status/1013180143085543429,,37.3058839,-89.5181476,37.3012939,-89.5214676,Link
Cape May,Washington Mall,NJ,US,6/30/2018,12,24,12 to 24,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/,https://www.facebook.com/photo.php?fbid=10156684072104574&set=a.10150552578454574.392293.612439573&type=3&theater,https://www.facebook.com/photo.php?fbid=10156482956296382&set=pcb.10156482956551382&type=3&theater,38.9351125,-74.9060053,38.9366515,-74.9091823,Link
Carbondale,First Presbyterian Church,IL,US,6/30/2018,63,63,63,Families Belong Together,https://act.moveon.org/event/families-belong-together/20706/signup/?source=&s=,https://www.facebook.com/events/668211200182611/,,37.7272727,-89.2167501,37.7284337,-89.2157611,Link
Carlsbad,Cannon Park,CA,US,6/30/2018,1000,1000,"1,000",Families Belong Together,https://timesofsandiego.com/politics/2018/06/30/children-are-crying-thousands-march-downtown-anew-against-trump-border-policies/,http://www.cbs8.com/story/38548927/marches-held-around-san-diego-region-decrying-immigration-policies,http://www.thecoastnews.com/families-belong-together-rallies-in-carlsbad/,33.1580933,-117.3505939,33.1586013,-117.3504389,Link
Carlsbad,"Eddy County Courthouse Lawn, Canal Street",NM,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20620/signup/?source=&s=,https://twitter.com/shezalwaysright/status/1013085208558460933,,32.4206736,-104.2288375,32.4185096,-104.2266795,Link
Carpinteria,Peace Corner,CA,US,6/30/2018,9,9,9,Families Belong Together,https://act.moveon.org/event/families-belong-together/20696/signup/?source=&s=,https://www.facebook.com/events/414163715765518/,,34.3988838,-119.5184564,34.3966808,-119.5214884,Link
Casper,Pioneer Park,WY,US,6/30/2018,24,24,24,Families Belong Together,https://oilcitywyo.com/politics/2018/06/30/casper-protesters-gather-in-support-of-separated-immigrant-families/,,,42.8500769,-106.3251749,42.8548399,-106.3299049,Link
Cedar Falls,Outside the office of congressman Rod Blum,IA,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20784/signup/?source=&s=,https://twitter.com/ADActionIA/status/1013158621130129408,https://wcfcourier.com/news/local/govt-and-politics/immigration-policy-sparks-protests-in-cf/article_b0c99b64-f142-5274-9711-8919062cf0d7.html,42.5348993,-92.4453161,42.5355573,-92.4427661,Link
Cedar Rapids,Sokol Park,IA,US,6/30/2018,77,77,77,Families Belong Together,https://act.moveon.org/event/families-belong-together/20453/signup/?source=&s=,https://www.facebook.com/events/1852144788166118/,,42.0659844,-91.6760691,42.0703384,-91.6778451,Link
Chadron,Downtown Plaza,NE,US,6/30/2018,75,75,75,Families Belong Together,https://act.moveon.org/event/families-belong-together/20165/signup/?source=&s=,https://www.omaha.com/news/nebraska/the-crisis-is-not-over-nebraskans-gather-to-protest-separation/article_0e0ae1b3-350e-5a10-b706-53ee30cab3d1.html,,42.8294187,-102.9999069,42.8245537,-102.9978459,Link
Champaign,Champaign public library to intersection of Green and Neil,IL,US,6/30/2018,217,217,217,Families Belong Together,https://www.facebook.com/events/194005744773697/,,,40.1164204,-88.2433829,40.1161694,-88.2454709,Link
Chandler,WF Chandler,AZ,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20599/signup/?source=&s=,,,33.3061605,-111.8412502,33.3045375,-111.8416372,Link
Chapel Hill,Chapel hill Court house,NC,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20661/signup/?source=&s=,https://vimeo.com/277808324,,35.9131996,-79.0558445,35.9113746,-79.0547895,Link
Charleston,Custom House,SC,US,6/30/2018,400,400,400,Families Belong Together,https://act.moveon.org/event/families-belong-together/20288/signup/?source=&s=,https://twitter.com/c_cloutier/status/1013138705614360581,,32.7764749,-79.9310512,32.7789989,-79.9283892,Link
Charlotte,First Ward Park,NC,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/19885/signup/?source=&s=,https://www.charlotteobserver.com/news/local/article214131964.html,,35.2270869,-80.8431267,35.2307989,-80.8479797,Link
Charlottesville,Albemarle County Office Building,VA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20304/signup/?source=&s=,https://www.dailyprogress.com/news/local/charlottesville-protest-among-dozens-nationwide-against-family-separations/article_a5023bea-7cbc-11e8-9949-ab532d1b7a65.html,,38.0293059,-78.4766781,38.0247209,-78.4728621,Link
Chatham,Sidewalk in front of Town Hall,MA,US,6/30/2018,75,75,75,Families Belong Together,https://act.moveon.org/event/families-belong-together/20872/signup/?source=&s=,https://twitter.com/susan0/status/1013275586716893184,,41.6820897,-69.9597664,41.6855367,-69.9637074,Link
Chattanooga,Renaissance Park/Coolidge Park,TN,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20266/signup/?source=&s=,,,35.0456297,-85.3096801,35.0442857,-85.3049001,Link
Chicago,Richard J. Daley Center,IL,US,6/30/2018,50000,60000,"50,000 to 60,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20046/signup/?source=&s=,https://www.facebook.com/events/595067234206454,https://twitter.com/marniwillenson/status/1013161345859145728,41.8781136,-87.6297982,41.8751546,-87.6268942,Link
Chico,City Plaza,CA,US,6/30/2018,200,200,200,Families Belong Together,https://www.chicoer.com/2018/06/30/families-belong-together-rallies-against-immigration-policy/,,,39.7284944,-121.8374777,39.7316044,-121.8403857,Link
Cincinnati,Washington Park,OH,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20025/signup/?source=&s=,https://www.cincinnati.com/story/news/2018/06/30/familiesbelongtogetherprotest/745764002/,,39.1031182,-84.5120196,39.1008362,-84.5087146,Link
Claremont,Memorial Park,CA,US,6/30/2018,200,1000,"200 to 1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20687/signup/?source=&s=,https://www.claremont-courier.com/articles/news/t28522-rally,,34.0966764,-117.7197785,34.0921274,-117.7148625,Link
Clermont,Sunnyside Plaza,FL,US,6/30/2018,29,60,29 to 60,Families Belong Together,https://act.moveon.org/event/families-belong-together/20276/signup/?source=&s=,https://www.facebook.com/events/461966357589219/,https://www.facebook.com/LakeCountyFloridaDems/,28.5494447,-81.7728543,28.5537997,-81.7693733,Link
Cleveland,Market Square Park,OH,US,6/30/2018,3000,3000,"3,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19893/signup/?source=&s=,https://www.cleveland.com/expo/news/erry-2018/06/4d79c343b08747/about_3000_people_protested_in.html,,41.49932,-81.6943605,41.503485,-81.6978075,Link
Clifton,Main Memorial Park,NJ,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20013/signup/?source=&s=,https://www.app.com/story/news/new-jersey/2018/06/30/new-jersey-rallies-protest-families-being-separated-border/742305002/,,40.8584328,-74.1637553,40.8541778,-74.1634483,Link
Cobleskill,Veterans Park,NY,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,http://www.timesjournalonline.com/article.asp?id=103860,,42.677853,-74.4854172,42.679405,-74.4885872,Link
Coeur d'Alene,Picnic Shelter Riverstone Park,ID,US,6/30/2018,347,347,347,Families Belong Together,https://act.moveon.org/event/families-belong-together/20111/signup/?source=&s=,https://www.facebook.com/theresa.renner/posts/10214296568440848,,47.6734632,-116.7812225,47.6691892,-116.7816515,Link
Colorado Springs,City Hall,CO,US,6/30/2018,400,400,400,Families Belong Together,https://act.moveon.org/event/families-belong-together/19899/signup/?source=&s=,https://www.facebook.com/events/2207194922628192/,https://www.csindy.com/coloradosprings/rally-against-trumps-immigration-policies-draws-400/Content?oid=13541331,38.8338816,-104.8213634,38.8289416,-104.8212044,Link
Colrain,,MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/21010/signup/?source=&s=,,,42.6731396,-72.6967587,42.6704836,-72.6932077,Link
Columbia,Boone County Courthouse,MO,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20235/signup/?source=&s=,https://twitter.com/MariaOropallo/status/1013123620057411584,https://showmeprogress.com/2018/07/01/families-belong-together-columbia-missouri-june-30-2018/,38.9517053,-92.3340724,38.9495583,-92.3347174,Link
Columbia,South Carolina State House,SC,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/19904/signup/?source=&s=,http://wach.com/news/local/hundreds-of-activists-rally-to-protest-immigrant-family-separation,,34.0007104,-81.0348144,33.9978534,-81.0298404,Link
Columbus,Ohio Statehouse,OH,US,6/30/2018,2000,2000,"2,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19888/signup/?source=&s=,https://www.usatoday.com/story/news/2018/06/30/families-belong-together-rallies-hundreds-thousands-protest/747942002/,http://www.dispatch.com/news/20180630/thousands-raise-voices-at-columbus-immigration-rally,39.9611755,-82.9987942,39.9635115,-82.9981322,Link
Columbus,the plaza in Colombus to the Puerto Palomas border crossing,NM,US,6/30/2018,50,50,50,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,https://www.demingheadlight.com/story/news/2018/07/04/peaceful-border-rally-near-columbus-nm/756687002/,,31.8276002,-107.6400232,31.8240122,-107.6369832,Link
Concord,Todos Santos Plaza,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20193/signup/?source=&s=,,,37.9779776,-122.0310733,37.9753596,-122.0265383,Link
Concord,NH State House,NH,US,6/30/2018,228,228,228,Families Belong Together,https://act.moveon.org/event/families-belong-together/20452/signup/?source=&s=,https://www.facebook.com/events/1013782762131041/,,43.2081366,-71.5375718,43.2096846,-71.5388228,Link
Conway,Main Street,NH,US,6/30/2018,6,12,6 to 12,Families Belong Together,https://act.moveon.org/event/families-belong-together/20528/signup/?source=&s=,https://www.facebook.com/search/top/?q=conway%20nh%20families%20belong%20together,,43.9791831,-71.1203479,43.9760461,-71.1216319,Link
Conway,,NC,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,36.4370974,-77.2288563,36.4342484,-77.2306773,Link
Cookeville,Cookeville Town Square,TN,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20281/signup/?source=&s=,,,36.2661518,-85.520024,36.2683878,-85.522477,Link
Cooperstown,Cooperstown Pioneer Park on Main Street,NY,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20155/signup/?source=&s=,http://www.coopercrier.com/news/hundreds-march-on-cooperstown-to-protest-child-detentions/article_641944e4-44f7-56ad-ae40-4fe2de92f592.html,,42.7006303,-74.924321,42.6971703,-74.928543,Link
Coos Bay,Coos Bay Boardwalk,OR,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20191/signup/?source=&s=,https://theworldlink.com/news/local/coos-county-residents-protest-against-zero-tolerance-immigration-policy-demands/article_0345f390-26d0-57f7-9a38-b5d46b964550.html,,43.3665007,-124.2178903,43.3691427,-124.2146813,Link
Corpus Christi,Cole park,TX,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20183/signup/?source=&s=,https://www.caller.com/story/news/local/2018/06/30/corpus-christi-rally-families-belong-together-immigration-protest/745963002/,,27.8005828,-97.396381,27.8037628,-97.394254,Link
